From,From_Label,To,To_Label,Count,Area_km2,Period
7,Grassland,8,Cropland,10627594,9564.8346,2002-2003
7,Grassland,9,Wetland,176308,158.6772,2002-2003
7,Grassland,11,Lichens and Mosses,27393,24.6537,2002-2003
7,Grassland,12,Bareland,471630,424.467,2002-2003
7,Grassland,13,Built-up,859917,773.9253,2002-2003
7,Grassland,15,Water,5152,4.6368,2002-2003
7,Grassland,16,Permanent ice and snow,1450,1.305,2002-2003
7,Grassland,20,Forest,1181716,1063.5444,2002-2003
8,Cropland,5,Shrubland,6182514,5564.2626,2002-2003
8,Cropland,7,Grassland,6914423,6222.9807,2002-2003
8,Cropland,8,Cropland,1910705616,1719635.0544,2002-2003
8,Cropland,9,Wetland,1156158,1040.5422,2002-2003
8,Cropland,11,Lichens and Mosses,60651,54.5859,2002-2003
8,Cropland,12,Bareland,955090,859.581,2002-2003
8,Cropland,13,Built-up,6963127,6266.8143,2002-2003
8,Cropland,15,Water,69054,62.1486,2002-2003
8,Cropland,16,Permanent ice and snow,1648,1.4832,2002-2003
8,Cropland,20,Forest,6979991,6281.9919,2002-2003
9,Wetland,5,Shrubland,411335,370.2015,2002-2003
9,Wetland,7,Grassland,226204,203.5836,2002-2003
9,Wetland,8,Cropland,897931,808.1379,2002-2003
9,Wetland,9,Wetland,44045213,39640.6917,2002-2003
9,Wetland,11,Lichens and Mosses,2396,2.1564,2002-2003
9,Wetland,12,Bareland,1199820,1079.838,2002-2003
9,Wetland,13,Built-up,89211,80.2899,2002-2003
9,Wetland,15,Water,1777144,1599.4296,2002-2003
9,Wetland,16,Permanent ice and snow,14,0.0126,2002-2003
9,Wetland,20,Forest,488996,440.0964,2002-2003
11,Lichens and Mosses,5,Shrubland,32833,29.5497,2002-2003
11,Lichens and Mosses,7,Grassland,18686,16.8174,2002-2003
11,Lichens and Mosses,8,Cropland,49064,44.1576,2002-2003
11,Lichens and Mosses,9,Wetland,1500,1.35,2002-2003
11,Lichens and Mosses,11,Lichens and Mosses,960260,864.234,2002-2003
11,Lichens and Mosses,12,Bareland,7250,6.525,2002-2003
11,Lichens and Mosses,13,Built-up,7495,6.7455,2002-2003
11,Lichens and Mosses,15,Water,1192,1.0728,2002-2003
11,Lichens and Mosses,16,Permanent ice and snow,150,0.135,2002-2003
11,Lichens and Mosses,20,Forest,7930,7.137,2002-2003
12,Bareland,5,Shrubland,288994,260.0946,2002-2003
12,Bareland,7,Grassland,1000103,900.0927,2002-2003
12,Bareland,8,Cropland,1337773,1203.9957,2002-2003
12,Bareland,9,Wetland,1194624,1075.1616,2002-2003
12,Bareland,11,Lichens and Mosses,6788,6.1092,2002-2003
12,Bareland,12,Bareland,1206724720,1086052.248,2002-2003
12,Bareland,13,Built-up,384895,346.4055,2002-2003
12,Bareland,15,Water,53639,48.2751,2002-2003
12,Bareland,16,Permanent ice and snow,28285,25.4565,2002-2003
12,Bareland,20,Forest,70794,63.7146,2002-2003
13,Built-up,5,Shrubland,862631,776.3679,2002-2003
13,Built-up,7,Grassland,680747,612.6723,2002-2003
13,Built-up,8,Cropland,5704962,5134.4658,2002-2003
13,Built-up,9,Wetland,85687,77.1183,2002-2003
13,Built-up,11,Lichens and Mosses,9128,8.2152,2002-2003
13,Built-up,12,Bareland,249966,224.9694,2002-2003
13,Built-up,13,Built-up,108631238,97768.1142,2002-2003
13,Built-up,15,Water,27473,24.7257,2002-2003
13,Built-up,16,Permanent ice and snow,2130,1.917,2002-2003
13,Built-up,20,Forest,645802,581.2218,2002-2003
15,Water,5,Shrubland,47598,42.8382,2002-2003
15,Water,7,Grassland,3878,3.4902,2002-2003
15,Water,8,Cropland,64409,57.9681,2002-2003
15,Water,9,Wetland,1036929,933.2361,2002-2003
15,Water,11,Lichens and Mosses,2399,2.1591,2002-2003
15,Water,12,Bareland,55894,50.3046,2002-2003
15,Water,13,Built-up,28941,26.0469,2002-2003
15,Water,15,Water,3926670000,3534003.0,2002-2003
15,Water,16,Permanent ice and snow,24886,22.3974,2002-2003
15,Water,20,Forest,42646,38.3814,2002-2003
16,Permanent ice and snow,5,Shrubland,125594,113.0346,2002-2003
16,Permanent ice and snow,7,Grassland,2178,1.9602,2002-2003
16,Permanent ice and snow,8,Cropland,3520,3.168,2002-2003
16,Permanent ice and snow,9,Wetland,57,0.0513,2002-2003
16,Permanent ice and snow,11,Lichens and Mosses,614,0.5526,2002-2003
16,Permanent ice and snow,12,Bareland,132670,119.403,2002-2003
16,Permanent ice and snow,13,Built-up,8069,7.2621,2002-2003
16,Permanent ice and snow,15,Water,73106,65.7954,2002-2003
16,Permanent ice and snow,16,Permanent ice and snow,4160391,3744.3519,2002-2003
16,Permanent ice and snow,20,Forest,28053,25.2477,2002-2003
20,Forest,5,Shrubland,3734733,3361.2597,2002-2003
20,Forest,7,Grassland,998612,898.7508,2002-2003
20,Forest,8,Cropland,8147660,7332.894,2002-2003
20,Forest,9,Wetland,493201,443.8809,2002-2003
20,Forest,11,Lichens and Mosses,9696,8.7264,2002-2003
20,Forest,12,Bareland,80661,72.5949,2002-2003
20,Forest,13,Built-up,663276,596.9484,2002-2003
20,Forest,15,Water,60095,54.0855,2002-2003
20,Forest,16,Permanent ice and snow,8545,7.6905,2002-2003
20,Forest,20,Forest,1237712232,1113941.0088,2002-2003
5,Shrubland,5,Shrubland,507581277,456823.1493,2003-2004
5,Shrubland,7,Grassland,1168822,1051.9398,2003-2004
5,Shrubland,8,Cropland,6677564,6009.8076,2003-2004
5,Shrubland,9,Wetland,439543,395.5887,2003-2004
5,Shrubland,11,Lichens and Mosses,29719,26.7471,2003-2004
5,Shrubland,12,Bareland,350448,315.4032,2003-2004
5,Shrubland,13,Built-up,900568,810.5112,2003-2004
5,Shrubland,15,Water,32924,29.6316,2003-2004
5,Shrubland,16,Permanent ice and snow,25103,22.5927,2003-2004
5,Shrubland,20,Forest,3548069,3193.2621,2003-2004
7,Grassland,5,Shrubland,1002920,902.628,2003-2004
7,Grassland,7,Grassland,537804194,484023.7746,2003-2004
7,Grassland,8,Cropland,6720049,6048.0441,2003-2004
7,Grassland,9,Wetland,171458,154.3122,2003-2004
7,Grassland,11,Lichens and Mosses,20216,18.1944,2003-2004
7,Grassland,12,Bareland,601717,541.5453,2003-2004
7,Grassland,13,Built-up,840765,756.6885,2003-2004
7,Grassland,15,Water,7021,6.3189,2003-2004
7,Grassland,16,Permanent ice and snow,503,0.4527,2003-2004
7,Grassland,20,Forest,873950,786.555,2003-2004
8,Cropland,5,Shrubland,6253781,5628.4029,2003-2004
8,Cropland,7,Grassland,7367293,6630.5637,2003-2004
8,Cropland,8,Cropland,1917111623,1725400.4607,2003-2004
8,Cropland,9,Wetland,1065733,959.1597,2003-2004
8,Cropland,11,Lichens and Mosses,44843,40.3587,2003-2004
8,Cropland,12,Bareland,978740,880.866,2003-2004
8,Cropland,13,Built-up,6507943,5857.1487,2003-2004
8,Cropland,15,Water,70199,63.1791,2003-2004
8,Cropland,16,Permanent ice and snow,984,0.8856,2003-2004
8,Cropland,20,Forest,6458902,5813.0118,2003-2004
9,Wetland,5,Shrubland,377975,340.1775,2003-2004
9,Wetland,7,Grassland,150784,135.7056,2003-2004
9,Wetland,8,Cropland,817464,735.7176,2003-2004
9,Wetland,9,Wetland,43984022,39585.6198,2003-2004
9,Wetland,11,Lichens and Mosses,1634,1.4706,2003-2004
9,Wetland,12,Bareland,888120,799.308,2003-2004
9,Wetland,13,Built-up,76550,68.895,2003-2004
9,Wetland,15,Water,1900963,1710.8667,2003-2004
9,Wetland,16,Permanent ice and snow,16,0.0144,2003-2004
9,Wetland,20,Forest,448418,403.5762,2003-2004
11,Lichens and Mosses,5,Shrubland,28445,25.6005,2003-2004
11,Lichens and Mosses,7,Grassland,22692,20.4228,2003-2004
11,Lichens and Mosses,8,Cropland,44030,39.627,2003-2004
11,Lichens and Mosses,9,Wetland,2315,2.0835,2003-2004
11,Lichens and Mosses,11,Lichens and Mosses,987617,888.8553,2003-2004
11,Lichens and Mosses,12,Bareland,10620,9.558,2003-2004
11,Lichens and Mosses,13,Built-up,9414,8.4726,2003-2004
11,Lichens and Mosses,15,Water,3587,3.2283,2003-2004
11,Lichens and Mosses,16,Permanent ice and snow,108,0.0972,2003-2004
11,Lichens and Mosses,20,Forest,8024,7.2216,2003-2004
12,Bareland,5,Shrubland,264502,238.0518,2003-2004
12,Bareland,7,Grassland,604977,544.4793,2003-2004
12,Bareland,8,Cropland,950709,855.6381,2003-2004
12,Bareland,9,Wetland,931141,838.0269,2003-2004
12,Bareland,11,Lichens and Mosses,4898,4.4082,2003-2004
12,Bareland,12,Bareland,1206973578,1086276.2202,2003-2004
12,Bareland,13,Built-up,341064,306.9576,2003-2004
12,Bareland,15,Water,76178,68.5602,2003-2004
12,Bareland,16,Permanent ice and snow,28697,25.8273,2003-2004
12,Bareland,20,Forest,61932,55.7388,2003-2004
13,Built-up,5,Shrubland,811242,730.1178,2003-2004
13,Built-up,7,Grassland,666076,599.4684,2003-2004
13,Built-up,8,Cropland,5820921,5238.8289,2003-2004
13,Built-up,9,Wetland,98767,88.8903,2003-2004
13,Built-up,11,Lichens and Mosses,8037,7.2333,2003-2004
13,Built-up,12,Bareland,269657,242.6913,2003-2004
13,Built-up,13,Built-up,110243943,99219.5487,2003-2004
13,Built-up,15,Water,31688,28.5192,2003-2004
13,Built-up,16,Permanent ice and snow,1439,1.2951,2003-2004
13,Built-up,20,Forest,607702,546.9318,2003-2004
15,Water,5,Shrubland,54884,49.3956,2003-2004
15,Water,7,Grassland,4028,3.6252,2003-2004
15,Water,8,Cropland,68206,61.3854,2003-2004
15,Water,9,Wetland,1354659,1219.1931,2003-2004
15,Water,11,Lichens and Mosses,6296,5.6664,2003-2004
15,Water,12,Bareland,50417,45.3753,2003-2004
15,Water,13,Built-up,23487,21.1383,2003-2004
15,Water,15,Water,3927156969,3534441.2721,2003-2004
15,Water,16,Permanent ice and snow,17514,15.7626,2003-2004
15,Water,20,Forest,41599,37.4391,2003-2004
16,Permanent ice and snow,5,Shrubland,102745,92.4705,2003-2004
16,Permanent ice and snow,7,Grassland,3209,2.8881,2003-2004
16,Permanent ice and snow,8,Cropland,5656,5.0904,2003-2004
16,Permanent ice and snow,9,Wetland,73,0.0657,2003-2004
16,Permanent ice and snow,11,Lichens and Mosses,724,0.6516,2003-2004
16,Permanent ice and snow,12,Bareland,167188,150.4692,2003-2004
16,Permanent ice and snow,13,Built-up,10242,9.2178,2003-2004
16,Permanent ice and snow,15,Water,129476,116.5284,2003-2004
16,Permanent ice and snow,16,Permanent ice and snow,3789415,3410.4735,2003-2004
16,Permanent ice and snow,20,Forest,38981,35.0829,2003-2004
20,Forest,5,Shrubland,4298460,3868.614,2003-2004
20,Forest,7,Grassland,844472,760.0248,2003-2004
20,Forest,8,Cropland,8173664,7356.2976,2003-2004
20,Forest,9,Wetland,504275,453.8475,2003-2004
20,Forest,11,Lichens and Mosses,9294,8.3646,2003-2004
20,Forest,12,Bareland,70958,63.8622,2003-2004
20,Forest,13,Built-up,635151,571.6359,2003-2004
20,Forest,15,Water,58234,52.4106,2003-2004
20,Forest,16,Permanent ice and snow,5217,4.6953,2003-2004
20,Forest,20,Forest,1235742123,1112167.9107,2003-2004
5,Shrubland,5,Shrubland,509046632,458141.9688,2004-2005
5,Shrubland,7,Grassland,1204303,1083.8727,2004-2005
5,Shrubland,8,Cropland,6027638,5424.8742,2004-2005
5,Shrubland,9,Wetland,397796,358.0164,2004-2005
5,Shrubland,11,Lichens and Mosses,38471,34.6239,2004-2005
5,Shrubland,12,Bareland,349728,314.7552,2004-2005
5,Shrubland,13,Built-up,851172,766.0548,2004-2005
5,Shrubland,15,Water,33735,30.3615,2004-2005
5,Shrubland,16,Permanent ice and snow,41387,37.2483,2004-2005
5,Shrubland,20,Forest,2785363,2506.8267,2004-2005
7,Grassland,5,Shrubland,1153853,1038.4677,2004-2005
7,Grassland,7,Grassland,537974201,484176.7809,2004-2005
7,Grassland,8,Cropland,6768235,6091.4115,2004-2005
7,Grassland,9,Wetland,185587,167.0283,2004-2005
7,Grassland,11,Lichens and Mosses,21266,19.1394,2004-2005
7,Grassland,12,Bareland,779892,701.9028,2004-2005
7,Grassland,13,Built-up,791680,712.512,2004-2005
7,Grassland,15,Water,4632,4.1688,2004-2005
7,Grassland,16,Permanent ice and snow,1398,1.2582,2004-2005
7,Grassland,20,Forest,955803,860.2227,2004-2005
8,Cropland,5,Shrubland,5976027,5378.4243,2004-2005
8,Cropland,7,Grassland,7710791,6939.7119,2004-2005
8,Cropland,8,Cropland,1918664921,1726798.4289,2004-2005
8,Cropland,9,Wetland,940748,846.6732,2004-2005
8,Cropland,11,Lichens and Mosses,42482,38.2338,2004-2005
8,Cropland,12,Bareland,1055552,949.9968,2004-2005
8,Cropland,13,Built-up,6434532,5791.0788,2004-2005
8,Cropland,15,Water,57451,51.7059,2004-2005
8,Cropland,16,Permanent ice and snow,2711,2.4399,2004-2005
8,Cropland,20,Forest,5504670,4954.203,2004-2005
9,Wetland,5,Shrubland,413735,372.3615,2004-2005
9,Wetland,7,Grassland,152683,137.4147,2004-2005
9,Wetland,8,Cropland,852617,767.3553,2004-2005
9,Wetland,9,Wetland,43897928,39508.1352,2004-2005
9,Wetland,11,Lichens and Mosses,1329,1.1961,2004-2005
9,Wetland,12,Bareland,1122726,1010.4534,2004-2005
9,Wetland,13,Built-up,91558,82.4022,2004-2005
9,Wetland,15,Water,1585932,1427.3388,2004-2005
9,Wetland,16,Permanent ice and snow,19,0.0171,2004-2005
9,Wetland,20,Forest,433458,390.1122,2004-2005
11,Lichens and Mosses,5,Shrubland,35778,32.2002,2004-2005
11,Lichens and Mosses,7,Grassland,27112,24.4008,2004-2005
11,Lichens and Mosses,8,Cropland,49069,44.1621,2004-2005
11,Lichens and Mosses,9,Wetland,1684,1.5156,2004-2005
11,Lichens and Mosses,11,Lichens and Mosses,971100,873.99,2004-2005
11,Lichens and Mosses,12,Bareland,7376,6.6384,2004-2005
11,Lichens and Mosses,13,Built-up,9861,8.8749,2004-2005
11,Lichens and Mosses,15,Water,2386,2.1474,2004-2005
11,Lichens and Mosses,16,Permanent ice and snow,197,0.1773,2004-2005
11,Lichens and Mosses,20,Forest,8715,7.8435,2004-2005
12,Bareland,5,Shrubland,341976,307.7784,2004-2005
12,Bareland,7,Grassland,733280,659.952,2004-2005
12,Bareland,8,Cropland,811341,730.2069,2004-2005
12,Bareland,9,Wetland,1079285,971.3565,2004-2005
12,Bareland,11,Lichens and Mosses,15177,13.6593,2004-2005
12,Bareland,12,Bareland,1206823164,1086140.8476,2004-2005
12,Bareland,13,Built-up,325251,292.7259,2004-2005
12,Bareland,15,Water,85377,76.8393,2004-2005
12,Bareland,16,Permanent ice and snow,55080,49.572,2004-2005
12,Bareland,20,Forest,91513,82.3617,2004-2005
13,Built-up,5,Shrubland,784546,706.0914,2004-2005
13,Built-up,7,Grassland,664186,597.7674,2004-2005
13,Built-up,8,Cropland,5146735,4632.0615,2004-2005
13,Built-up,9,Wetland,77111,69.3999,2004-2005
13,Built-up,11,Lichens and Mosses,6126,5.5134,2004-2005
13,Built-up,12,Bareland,281212,253.0908,2004-2005
13,Built-up,13,Built-up,112083392,100875.0528,2004-2005
13,Built-up,15,Water,30167,27.1503,2004-2005
13,Built-up,16,Permanent ice and snow,2877,2.5893,2004-2005
13,Built-up,20,Forest,512793,461.5137,2004-2005
15,Water,5,Shrubland,39232,35.3088,2004-2005
15,Water,7,Grassland,11138,10.0242,2004-2005
15,Water,8,Cropland,101888,91.6992,2004-2005
15,Water,9,Wetland,1584449,1426.0041,2004-2005
15,Water,11,Lichens and Mosses,1443,1.2987,2004-2005
15,Water,12,Bareland,61976,55.7784,2004-2005
15,Water,13,Built-up,25567,23.0103,2004-2005
15,Water,15,Water,3927562962,3534806.6658,2004-2005
15,Water,16,Permanent ice and snow,30642,27.5778,2004-2005
15,Water,20,Forest,47941,43.1469,2004-2005
16,Permanent ice and snow,5,Shrubland,68822,61.9398,2004-2005
16,Permanent ice and snow,7,Grassland,1803,1.6227,2004-2005
16,Permanent ice and snow,8,Cropland,2750,2.475,2004-2005
16,Permanent ice and snow,9,Wetland,35,0.0315,2004-2005
16,Permanent ice and snow,11,Lichens and Mosses,501,0.4509,2004-2005
16,Permanent ice and snow,12,Bareland,126298,113.6682,2004-2005
16,Permanent ice and snow,13,Built-up,5496,4.9464,2004-2005
16,Permanent ice and snow,15,Water,84136,75.7224,2004-2005
16,Permanent ice and snow,16,Permanent ice and snow,3562232,3206.0088,2004-2005
16,Permanent ice and snow,20,Forest,16922,15.2298,2004-2005
20,Forest,5,Shrubland,3388204,3049.3836,2004-2005
20,Forest,7,Grassland,886886,798.1974,2004-2005
20,Forest,8,Cropland,7322064,6589.8576,2004-2005
20,Forest,9,Wetland,478995,431.0955,2004-2005
20,Forest,11,Lichens and Mosses,9603,8.6427,2004-2005
20,Forest,12,Bareland,56271,50.6439,2004-2005
20,Forest,13,Built-up,643979,579.5811,2004-2005
20,Forest,15,Water,65350,58.815,2004-2005
20,Forest,16,Permanent ice and snow,11201,10.0809,2004-2005
20,Forest,20,Forest,1234967151,1111470.4359,2004-2005
5,Shrubland,5,Shrubland,507680335,456912.3015,2005-2006
5,Shrubland,7,Grassland,1339307,1205.3763,2005-2006
5,Shrubland,8,Cropland,6730250,6057.225,2005-2006
5,Shrubland,9,Wetland,411686,370.5174,2005-2006
5,Shrubland,11,Lichens and Mosses,35760,32.184,2005-2006
5,Shrubland,12,Bareland,573992,516.5928,2005-2006
5,Shrubland,13,Built-up,838578,754.7202,2005-2006
5,Shrubland,15,Water,36711,33.0399,2005-2006
5,Shrubland,16,Permanent ice and snow,80222,72.1998,2005-2006
5,Shrubland,20,Forest,3521961,3169.7649,2005-2006
7,Grassland,5,Shrubland,1271731,1144.5579,2005-2006
7,Grassland,7,Grassland,537578156,483820.3404,2005-2006
7,Grassland,8,Cropland,7576118,6818.5062,2005-2006
7,Grassland,9,Wetland,157498,141.7482,2005-2006
7,Grassland,11,Lichens and Mosses,26045,23.4405,2005-2006
7,Grassland,12,Bareland,1093187,983.8683,2005-2006
7,Grassland,13,Built-up,769715,692.7435,2005-2006
7,Grassland,15,Water,4854,4.3686,2005-2006
7,Grassland,16,Permanent ice and snow,1597,1.4373,2005-2006
7,Grassland,20,Forest,887492,798.7428,2005-2006
8,Cropland,5,Shrubland,6755129,6079.6161,2005-2006
8,Cropland,7,Grassland,9807941,8827.1469,2005-2006
8,Cropland,8,Cropland,1914755488,1723279.9392,2005-2006
8,Cropland,9,Wetland,908860,817.974,2005-2006
8,Cropland,11,Lichens and Mosses,41712,37.5408,2005-2006
8,Cropland,12,Bareland,876960,789.264,2005-2006
8,Cropland,13,Built-up,6443444,5799.0996,2005-2006
8,Cropland,15,Water,42259,38.0331,2005-2006
8,Cropland,16,Permanent ice and snow,2494,2.2446,2005-2006
8,Cropland,20,Forest,6112944,5501.6496,2005-2006
9,Wetland,5,Shrubland,435163,391.6467,2005-2006
9,Wetland,7,Grassland,197270,177.543,2005-2006
9,Wetland,8,Cropland,949130,854.217,2005-2006
9,Wetland,9,Wetland,43939844,39545.8596,2005-2006
9,Wetland,11,Lichens and Mosses,1016,0.9144,2005-2006
9,Wetland,12,Bareland,1478796,1330.9164,2005-2006
9,Wetland,13,Built-up,96376,86.7384,2005-2006
9,Wetland,15,Water,1129204,1016.2836,2005-2006
9,Wetland,16,Permanent ice and snow,48,0.0432,2005-2006
9,Wetland,20,Forest,416776,375.0984,2005-2006
11,Lichens and Mosses,5,Shrubland,29112,26.2008,2005-2006
11,Lichens and Mosses,7,Grassland,26978,24.2802,2005-2006
11,Lichens and Mosses,8,Cropland,51512,46.3608,2005-2006
11,Lichens and Mosses,9,Wetland,1428,1.2852,2005-2006
11,Lichens and Mosses,11,Lichens and Mosses,970290,873.261,2005-2006
11,Lichens and Mosses,12,Bareland,8436,7.5924,2005-2006
11,Lichens and Mosses,13,Built-up,8324,7.4916,2005-2006
11,Lichens and Mosses,15,Water,939,0.8451,2005-2006
11,Lichens and Mosses,16,Permanent ice and snow,556,0.5004,2005-2006
11,Lichens and Mosses,20,Forest,9920,8.928,2005-2006
12,Bareland,5,Shrubland,291914,262.7226,2005-2006
12,Bareland,7,Grassland,913761,822.3849,2005-2006
12,Bareland,8,Cropland,971715,874.5435,2005-2006
12,Bareland,9,Wetland,1005206,904.6854,2005-2006
12,Bareland,11,Lichens and Mosses,3779,3.4011,2005-2006
12,Bareland,12,Bareland,1206869456,1086182.5104,2005-2006
12,Bareland,13,Built-up,312697,281.4273,2005-2006
12,Bareland,15,Water,68028,61.2252,2005-2006
12,Bareland,16,Permanent ice and snow,160051,144.0459,2005-2006
12,Bareland,20,Forest,67594,60.8346,2005-2006
13,Built-up,5,Shrubland,798556,718.7004,2005-2006
13,Built-up,7,Grassland,718187,646.3683,2005-2006
13,Built-up,8,Cropland,5297587,4767.8283,2005-2006
13,Built-up,9,Wetland,77749,69.9741,2005-2006
13,Built-up,11,Lichens and Mosses,6619,5.9571,2005-2006
13,Built-up,12,Bareland,317073,285.3657,2005-2006
13,Built-up,13,Built-up,113450214,102105.1926,2005-2006
13,Built-up,15,Water,23532,21.1788,2005-2006
13,Built-up,16,Permanent ice and snow,6293,5.6637,2005-2006
13,Built-up,20,Forest,566682,510.0138,2005-2006
15,Water,5,Shrubland,41029,36.9261,2005-2006
15,Water,7,Grassland,6036,5.4324,2005-2006
15,Water,8,Cropland,94264,84.8376,2005-2006
15,Water,9,Wetland,2458795,2212.9155,2005-2006
15,Water,11,Lichens and Mosses,2111,1.8999,2005-2006
15,Water,12,Bareland,73773,66.3957,2005-2006
15,Water,13,Built-up,34822,31.3398,2005-2006
15,Water,15,Water,3926623891,3533961.5019,2005-2006
15,Water,16,Permanent ice and snow,107232,96.5088,2005-2006
15,Water,20,Forest,70175,63.1575,2005-2006
16,Permanent ice and snow,5,Shrubland,38689,34.8201,2005-2006
16,Permanent ice and snow,7,Grassland,1757,1.5813,2005-2006
16,Permanent ice and snow,8,Cropland,2532,2.2788,2005-2006
16,Permanent ice and snow,9,Wetland,33,0.0297,2005-2006
16,Permanent ice and snow,11,Lichens and Mosses,289,0.2601,2005-2006
16,Permanent ice and snow,12,Bareland,34614,31.1526,2005-2006
16,Permanent ice and snow,13,Built-up,2217,1.9953,2005-2006
16,Permanent ice and snow,15,Water,28602,25.7418,2005-2006
16,Permanent ice and snow,16,Permanent ice and snow,3590353,3231.3177,2005-2006
16,Permanent ice and snow,20,Forest,8660,7.794,2005-2006
20,Forest,5,Shrubland,3642964,3278.6676,2005-2006
20,Forest,7,Grassland,985737,887.1633,2005-2006
20,Forest,8,Cropland,7679239,6911.3151,2005-2006
20,Forest,9,Wetland,453083,407.7747,2005-2006
20,Forest,11,Lichens and Mosses,6696,6.0264,2005-2006
20,Forest,12,Bareland,54899,49.4091,2005-2006
20,Forest,13,Built-up,588551,529.6959,2005-2006
20,Forest,15,Water,44972,40.4748,2005-2006
20,Forest,16,Permanent ice and snow,22126,19.9134,2005-2006
20,Forest,20,Forest,1231846062,1108661.4558,2005-2006
5,Shrubland,5,Shrubland,508907662,458016.8958,2006-2007
5,Shrubland,7,Grassland,1393911,1254.5199,2006-2007
5,Shrubland,8,Cropland,6232492,5609.2428,2006-2007
5,Shrubland,9,Wetland,418849,376.9641,2006-2007
5,Shrubland,11,Lichens and Mosses,28273,25.4457,2006-2007
5,Shrubland,12,Bareland,438683,394.8147,2006-2007
5,Shrubland,13,Built-up,844780,760.302,2006-2007
5,Shrubland,15,Water,33276,29.9484,2006-2007
5,Shrubland,16,Permanent ice and snow,69002,62.1018,2006-2007
5,Shrubland,20,Forest,2617697,2355.9273,2006-2007
7,Grassland,5,Shrubland,1128893,1016.0037,2006-2007
7,Grassland,7,Grassland,540781492,486703.3428,2006-2007
7,Grassland,8,Cropland,6864514,6178.0626,2006-2007
7,Grassland,9,Wetland,208784,187.9056,2006-2007
7,Grassland,11,Lichens and Mosses,20777,18.6993,2006-2007
7,Grassland,12,Bareland,1016902,915.2118,2006-2007
7,Grassland,13,Built-up,768298,691.4682,2006-2007
7,Grassland,15,Water,4841,4.3569,2006-2007
7,Grassland,16,Permanent ice and snow,3251,2.9259,2006-2007
7,Grassland,20,Forest,777372,699.6348,2006-2007
8,Cropland,5,Shrubland,5764300,5187.87,2006-2007
8,Cropland,7,Grassland,9270803,8343.7227,2006-2007
8,Cropland,8,Cropland,1915301394,1723771.2546,2006-2007
8,Cropland,9,Wetland,872599,785.3391,2006-2007
8,Cropland,11,Lichens and Mosses,32845,29.5605,2006-2007
8,Cropland,12,Bareland,850801,765.7209,2006-2007
8,Cropland,13,Built-up,6338051,5704.2459,2006-2007
8,Cropland,15,Water,35841,32.2569,2006-2007
8,Cropland,16,Permanent ice and snow,2701,2.4309,2006-2007
8,Cropland,20,Forest,5638476,5074.6284,2006-2007
9,Wetland,5,Shrubland,424647,382.1823,2006-2007
9,Wetland,7,Grassland,166266,149.6394,2006-2007
9,Wetland,8,Cropland,971224,874.1016,2006-2007
9,Wetland,9,Wetland,44752378,40277.1402,2006-2007
9,Wetland,11,Lichens and Mosses,3459,3.1131,2006-2007
9,Wetland,12,Bareland,906366,815.7294,2006-2007
9,Wetland,13,Built-up,101950,91.755,2006-2007
9,Wetland,15,Water,1643844,1479.4596,2006-2007
9,Wetland,16,Permanent ice and snow,46,0.0414,2006-2007
9,Wetland,20,Forest,444002,399.6018,2006-2007
11,Lichens and Mosses,5,Shrubland,35092,31.5828,2006-2007
11,Lichens and Mosses,7,Grassland,25729,23.1561,2006-2007
11,Lichens and Mosses,8,Cropland,45361,40.8249,2006-2007
11,Lichens and Mosses,9,Wetland,1035,0.9315,2006-2007
11,Lichens and Mosses,11,Lichens and Mosses,965248,868.7232,2006-2007
11,Lichens and Mosses,12,Bareland,5787,5.2083,2006-2007
11,Lichens and Mosses,13,Built-up,6366,5.7294,2006-2007
11,Lichens and Mosses,15,Water,923,0.8307,2006-2007
11,Lichens and Mosses,16,Permanent ice and snow,577,0.5193,2006-2007
11,Lichens and Mosses,20,Forest,8196,7.3764,2006-2007
12,Bareland,5,Shrubland,280556,252.5004,2006-2007
12,Bareland,7,Grassland,891835,802.6515,2006-2007
12,Bareland,8,Cropland,988130,889.317,2006-2007
12,Bareland,9,Wetland,1380047,1242.0423,2006-2007
12,Bareland,11,Lichens and Mosses,5001,4.5009,2006-2007
12,Bareland,12,Bareland,1207283842,1086555.4578,2006-2007
12,Bareland,13,Built-up,340905,306.8145,2006-2007
12,Bareland,15,Water,48817,43.9353,2006-2007
12,Bareland,16,Permanent ice and snow,76676,69.0084,2006-2007
12,Bareland,20,Forest,85376,76.8384,2006-2007
13,Built-up,5,Shrubland,766669,690.0021,2006-2007
13,Built-up,7,Grassland,675923,608.3307,2006-2007
13,Built-up,8,Cropland,4992343,4493.1087,2006-2007
13,Built-up,9,Wetland,74643,67.1787,2006-2007
13,Built-up,11,Lichens and Mosses,6715,6.0435,2006-2007
13,Built-up,12,Bareland,264429,237.9861,2006-2007
13,Built-up,13,Built-up,115197114,103677.4026,2006-2007
13,Built-up,15,Water,24611,22.1499,2006-2007
13,Built-up,16,Permanent ice and snow,4608,4.1472,2006-2007
13,Built-up,20,Forest,537901,484.1109,2006-2007
15,Water,5,Shrubland,37279,33.5511,2006-2007
15,Water,7,Grassland,5673,5.1057,2006-2007
15,Water,8,Cropland,64143,57.7287,2006-2007
15,Water,9,Wetland,1960515,1764.4635,2006-2007
15,Water,11,Lichens and Mosses,4922,4.4298,2006-2007
15,Water,12,Bareland,73758,66.3822,2006-2007
15,Water,13,Built-up,27310,24.579,2006-2007
