From,From_Label,To,To_Label,Count,Area_km2,Period
11,Lichens and Mosses,7,Grassland,34310,30.879,2011-2012
11,Lichens and Mosses,8,Cropland,65062,58.5558,2011-2012
11,Lichens and Mosses,9,Wetland,2875,2.5875,2011-2012
11,Lichens and Mosses,11,Lichens and Mosses,881883,793.6947,2011-2012
11,Lichens and Mosses,12,Bareland,3945,3.5505,2011-2012
11,Lichens and Mosses,13,Built-up,8112,7.3008,2011-2012
11,Lichens and Mosses,15,Water,1835,1.6515,2011-2012
11,Lichens and Mosses,16,Permanent ice and snow,1307,1.1763,2011-2012
11,Lichens and Mosses,20,Forest,13083,11.7747,2011-2012
12,Bareland,5,Shrubland,319065,287.1585,2011-2012
12,Bareland,7,Grassland,1141467,1027.3203,2011-2012
12,Bareland,8,Cropland,1226755,1104.0795,2011-2012
12,Bareland,9,Wetland,1990181,1791.1629,2011-2012
12,Bareland,11,Lichens and Mosses,2464,2.2176,2011-2012
12,Bareland,12,Bareland,1201588411,1081429.5699,2011-2012
12,Bareland,13,Built-up,312645,281.3805,2011-2012
12,Bareland,15,Water,51888,46.6992,2011-2012
12,Bareland,16,Permanent ice and snow,219801,197.8209,2011-2012
12,Bareland,20,Forest,91894,82.7046,2011-2012
13,Built-up,5,Shrubland,830504,747.4536,2011-2012
13,Built-up,7,Grassland,756646,680.9814,2011-2012
13,Built-up,8,Cropland,5676884,5109.1956,2011-2012
13,Built-up,9,Wetland,100234,90.2106,2011-2012
13,Built-up,11,Lichens and Mosses,7735,6.9615,2011-2012
13,Built-up,12,Bareland,250960,225.864,2011-2012
13,Built-up,13,Built-up,120851572,108766.4148,2011-2012
13,Built-up,15,Water,26756,24.0804,2011-2012
13,Built-up,16,Permanent ice and snow,15082,13.5738,2011-2012
13,Built-up,20,Forest,577871,520.0839,2011-2012
15,Water,5,Shrubland,44421,39.9789,2011-2012
15,Water,7,Grassland,5943,5.3487,2011-2012
15,Water,8,Cropland,83213,74.8917,2011-2012
15,Water,9,Wetland,1689845,1520.8605,2011-2012
15,Water,11,Lichens and Mosses,7940,7.146,2011-2012
15,Water,12,Bareland,122816,110.5344,2011-2012
15,Water,13,Built-up,31090,27.981,2011-2012
15,Water,15,Water,3928296739,3535467.0651,2011-2012
15,Water,16,Permanent ice and snow,181016,162.9144,2011-2012
15,Water,20,Forest,50987,45.8883,2011-2012
16,Permanent ice and snow,5,Shrubland,3081,2.7729,2011-2012
16,Permanent ice and snow,7,Grassland,195,0.1755,2011-2012
16,Permanent ice and snow,8,Cropland,233,0.2097,2011-2012
16,Permanent ice and snow,9,Wetland,6,0.0054,2011-2012
16,Permanent ice and snow,11,Lichens and Mosses,26,0.0234,2011-2012
16,Permanent ice and snow,12,Bareland,12058,10.8522,2011-2012
16,Permanent ice and snow,13,Built-up,821,0.7389,2011-2012
16,Permanent ice and snow,15,Water,15537,13.9833,2011-2012
16,Permanent ice and snow,16,Permanent ice and snow,3917041,3525.3369,2011-2012
16,Permanent ice and snow,20,Forest,2294,2.0646,2011-2012
20,Forest,5,Shrubland,4136621,3722.9589,2011-2012
20,Forest,7,Grassland,1024602,922.1418,2011-2012
20,Forest,8,Cropland,9861004,8874.9036,2011-2012
20,Forest,9,Wetland,465911,419.3199,2011-2012
20,Forest,11,Lichens and Mosses,10636,9.5724,2011-2012
20,Forest,12,Bareland,67385,60.6465,2011-2012
20,Forest,13,Built-up,525968,473.3712,2011-2012
20,Forest,15,Water,72207,64.9863,2011-2012
20,Forest,16,Permanent ice and snow,69655,62.6895,2011-2012
20,Forest,20,Forest,1221674918,1099507.4262,2011-2012
5,Shrubland,5,Shrubland,503565546,453208.9914,2012-2013
5,Shrubland,7,Grassland,1844536,1660.0824,2012-2013
5,Shrubland,8,Cropland,7596227,6836.6043,2012-2013
5,Shrubland,9,Wetland,504325,453.8925,2012-2013
5,Shrubland,11,Lichens and Mosses,80350,72.315,2012-2013
5,Shrubland,12,Bareland,416214,374.5926,2012-2013
5,Shrubland,13,Built-up,863244,776.9196,2012-2013
5,Shrubland,15,Water,35481,31.9329,2012-2013
5,Shrubland,16,Permanent ice and snow,151242,136.1178,2012-2013
5,Shrubland,20,Forest,4155739,3740.1651,2012-2013
7,Grassland,5,Shrubland,1941874,1747.6866,2012-2013
7,Grassland,7,Grassland,533381481,480043.3329,2012-2013
7,Grassland,8,Cropland,10684790,9616.311,2012-2013
7,Grassland,9,Wetland,146080,131.472,2012-2013
7,Grassland,11,Lichens and Mosses,52558,47.3022,2012-2013
7,Grassland,12,Bareland,1057208,951.4872,2012-2013
7,Grassland,13,Built-up,813415,732.0735,2012-2013
7,Grassland,15,Water,4230,3.807,2012-2013
7,Grassland,16,Permanent ice and snow,13998,12.5982,2012-2013
7,Grassland,20,Forest,1307862,1177.0758,2012-2013
8,Cropland,5,Shrubland,8358128,7522.3152,2012-2013
8,Cropland,7,Grassland,12112881,10901.5929,2012-2013
8,Cropland,8,Cropland,1915159847,1723643.8623,2012-2013
8,Cropland,9,Wetland,812357,731.1213,2012-2013
8,Cropland,11,Lichens and Mosses,70217,63.1953,2012-2013
8,Cropland,12,Bareland,1018338,916.5042,2012-2013
8,Cropland,13,Built-up,6144096,5529.6864,2012-2013
8,Cropland,15,Water,56039,50.4351,2012-2013
8,Cropland,16,Permanent ice and snow,10492,9.4428,2012-2013
8,Cropland,20,Forest,8938569,8044.7121,2012-2013
9,Wetland,5,Shrubland,373559,336.2031,2012-2013
9,Wetland,7,Grassland,198642,178.7778,2012-2013
9,Wetland,8,Cropland,850312,765.2808,2012-2013
9,Wetland,9,Wetland,43558902,39203.0118,2012-2013
9,Wetland,11,Lichens and Mosses,2414,2.1726,2012-2013
9,Wetland,12,Bareland,1676820,1509.138,2012-2013
9,Wetland,13,Built-up,97820,88.038,2012-2013
9,Wetland,15,Water,1653333,1487.9997,2012-2013
9,Wetland,16,Permanent ice and snow,289,0.2601,2012-2013
9,Wetland,20,Forest,492436,443.1924,2012-2013
11,Lichens and Mosses,5,Shrubland,43037,38.7333,2012-2013
11,Lichens and Mosses,7,Grassland,41769,37.5921,2012-2013
11,Lichens and Mosses,8,Cropland,68788,61.9092,2012-2013
11,Lichens and Mosses,9,Wetland,2940,2.646,2012-2013
11,Lichens and Mosses,11,Lichens and Mosses,852714,767.4426,2012-2013
11,Lichens and Mosses,12,Bareland,3744,3.3696,2012-2013
11,Lichens and Mosses,13,Built-up,7922,7.1298,2012-2013
11,Lichens and Mosses,15,Water,2190,1.971,2012-2013
11,Lichens and Mosses,16,Permanent ice and snow,1193,1.0737,2012-2013
11,Lichens and Mosses,20,Forest,12514,11.2626,2012-2013
12,Bareland,5,Shrubland,309396,278.4564,2012-2013
12,Bareland,7,Grassland,1127616,1014.8544,2012-2013
12,Bareland,8,Cropland,889151,800.2359,2012-2013
12,Bareland,9,Wetland,1468588,1321.7292,2012-2013
12,Bareland,11,Lichens and Mosses,5725,5.1525,2012-2013
12,Bareland,12,Bareland,1200434194,1080390.7746,2012-2013
12,Bareland,13,Built-up,274038,246.6342,2012-2013
12,Bareland,15,Water,323411,291.0699,2012-2013
12,Bareland,16,Permanent ice and snow,99415,89.4735,2012-2013
12,Bareland,20,Forest,84393,75.9537,2012-2013
13,Built-up,5,Shrubland,860606,774.5454,2012-2013
13,Built-up,7,Grassland,773587,696.2283,2012-2013
13,Built-up,8,Cropland,5419046,4877.1414,2012-2013
13,Built-up,9,Wetland,95022,85.5198,2012-2013
13,Built-up,11,Lichens and Mosses,7972,7.1748,2012-2013
13,Built-up,12,Bareland,285236,256.7124,2012-2013
13,Built-up,13,Built-up,121501704,109351.5336,2012-2013
13,Built-up,15,Water,27438,24.6942,2012-2013
13,Built-up,16,Permanent ice and snow,14274,12.8466,2012-2013
13,Built-up,20,Forest,532726,479.4534,2012-2013
15,Water,5,Shrubland,50219,45.1971,2012-2013
15,Water,7,Grassland,4517,4.0653,2012-2013
15,Water,8,Cropland,75168,67.6512,2012-2013
15,Water,9,Wetland,1959003,1763.1027,2012-2013
15,Water,11,Lichens and Mosses,1876,1.6884,2012-2013
15,Water,12,Bareland,55106,49.5954,2012-2013
15,Water,13,Built-up,24773,22.2957,2012-2013
15,Water,15,Water,3927833664,3535050.2976,2012-2013
15,Water,16,Permanent ice and snow,197634,177.8706,2012-2013
15,Water,20,Forest,54730,49.257,2012-2013
16,Permanent ice and snow,5,Shrubland,15,0.0135,2012-2013
16,Permanent ice and snow,7,Grassland,7,0.0063,2012-2013
16,Permanent ice and snow,12,Bareland,7,0.0063,2012-2013
16,Permanent ice and snow,13,Built-up,351,0.3159,2012-2013
16,Permanent ice and snow,15,Water,130,0.117,2012-2013
16,Permanent ice and snow,16,Permanent ice and snow,4705756,4235.1804,2012-2013
16,Permanent ice and snow,20,Forest,5,0.0045,2012-2013
20,Forest,5,Shrubland,4011798,3610.6182,2012-2013
20,Forest,7,Grassland,1101337,991.2033,2012-2013
20,Forest,8,Cropland,8707379,7836.6411,2012-2013
20,Forest,9,Wetland,457941,412.1469,2012-2013
20,Forest,11,Lichens and Mosses,17945,16.1505,2012-2013
20,Forest,12,Bareland,87960,79.164,2012-2013
20,Forest,13,Built-up,598827,538.9443,2012-2013
20,Forest,15,Water,54691,49.2219,2012-2013
20,Forest,16,Permanent ice and snow,67415,60.6735,2012-2013
20,Forest,20,Forest,1220743918,1098669.5262,2012-2013
5,Shrubland,5,Shrubland,505618711,455056.8399,2013-2014
5,Shrubland,7,Grassland,1671285,1504.1565,2013-2014
5,Shrubland,8,Cropland,6913200,6221.88,2013-2014
5,Shrubland,9,Wetland,387099,348.3891,2013-2014
5,Shrubland,11,Lichens and Mosses,73598,66.2382,2013-2014
5,Shrubland,12,Bareland,395631,356.0679,2013-2014
5,Shrubland,13,Built-up,828304,745.4736,2013-2014
5,Shrubland,15,Water,40868,36.7812,2013-2014
5,Shrubland,16,Permanent ice and snow,6693,6.0237,2013-2014
5,Shrubland,20,Forest,3578775,3220.8975,2013-2014
7,Grassland,5,Shrubland,1682641,1514.3769,2013-2014
7,Grassland,7,Grassland,534923207,481430.8863,2013-2014
7,Grassland,8,Cropland,10694821,9625.3389,2013-2014
7,Grassland,9,Wetland,182087,163.8783,2013-2014
7,Grassland,11,Lichens and Mosses,56457,50.8113,2013-2014
7,Grassland,12,Bareland,1054534,949.0806,2013-2014
7,Grassland,13,Built-up,757643,681.8787,2013-2014
7,Grassland,15,Water,3454,3.1086,2013-2014
7,Grassland,16,Permanent ice and snow,1383,1.2447,2013-2014
7,Grassland,20,Forest,1230143,1107.1287,2013-2014
8,Cropland,5,Shrubland,6808107,6127.2963,2013-2014
8,Cropland,7,Grassland,9112024,8200.8216,2013-2014
8,Cropland,8,Cropland,1918945590,1727051.031,2013-2014
8,Cropland,9,Wetland,851141,766.0269,2013-2014
8,Cropland,11,Lichens and Mosses,59298,53.3682,2013-2014
8,Cropland,12,Bareland,842576,758.3184,2013-2014
8,Cropland,13,Built-up,5185985,4667.3865,2013-2014
8,Cropland,15,Water,40757,36.6813,2013-2014
8,Cropland,16,Permanent ice and snow,526,0.4734,2013-2014
8,Cropland,20,Forest,7604702,6844.2318,2013-2014
9,Wetland,5,Shrubland,361238,325.1142,2013-2014
9,Wetland,7,Grassland,152547,137.2923,2013-2014
9,Wetland,8,Cropland,731084,657.9756,2013-2014
9,Wetland,9,Wetland,44975830,40478.247,2013-2014
9,Wetland,11,Lichens and Mosses,4801,4.3209,2013-2014
9,Wetland,12,Bareland,825253,742.7277,2013-2014
9,Wetland,13,Built-up,89961,80.9649,2013-2014
9,Wetland,15,Water,1403083,1262.7747,2013-2014
9,Wetland,16,Permanent ice and snow,6,0.0054,2013-2014
9,Wetland,20,Forest,461354,415.2186,2013-2014
11,Lichens and Mosses,5,Shrubland,73074,65.7666,2013-2014
11,Lichens and Mosses,7,Grassland,45428,40.8852,2013-2014
11,Lichens and Mosses,8,Cropland,84019,75.6171,2013-2014
11,Lichens and Mosses,9,Wetland,2500,2.25,2013-2014
11,Lichens and Mosses,11,Lichens and Mosses,857481,771.7329,2013-2014
11,Lichens and Mosses,12,Bareland,4094,3.6846,2013-2014
11,Lichens and Mosses,13,Built-up,7497,6.7473,2013-2014
11,Lichens and Mosses,15,Water,1200,1.08,2013-2014
11,Lichens and Mosses,16,Permanent ice and snow,77,0.0693,2013-2014
11,Lichens and Mosses,20,Forest,16397,14.7573,2013-2014
12,Bareland,5,Shrubland,352454,317.2086,2013-2014
12,Bareland,7,Grassland,828546,745.6914,2013-2014
12,Bareland,8,Cropland,910953,819.8577,2013-2014
12,Bareland,9,Wetland,1343319,1208.9871,2013-2014
12,Bareland,11,Lichens and Mosses,7838,7.0542,2013-2014
12,Bareland,12,Bareland,1201141858,1081027.6722,2013-2014
12,Bareland,13,Built-up,298785,268.9065,2013-2014
12,Bareland,15,Water,64810,58.329,2013-2014
12,Bareland,16,Permanent ice and snow,2585,2.3265,2013-2014
12,Bareland,20,Forest,83680,75.312,2013-2014
13,Built-up,5,Shrubland,731835,658.6515,2013-2014
13,Built-up,7,Grassland,657039,591.3351,2013-2014
13,Built-up,8,Cropland,4873544,4386.1896,2013-2014
13,Built-up,9,Wetland,85322,76.7898,2013-2014
13,Built-up,11,Lichens and Mosses,9224,8.3016,2013-2014
13,Built-up,12,Bareland,262084,235.8756,2013-2014
13,Built-up,13,Built-up,123193326,110873.9934,2013-2014
13,Built-up,15,Water,19353,17.4177,2013-2014
13,Built-up,16,Permanent ice and snow,911,0.8199,2013-2014
13,Built-up,20,Forest,493557,444.2013,2013-2014
15,Water,5,Shrubland,46385,41.7465,2013-2014
15,Water,7,Grassland,3772,3.3948,2013-2014
15,Water,8,Cropland,47582,42.8238,2013-2014
15,Water,9,Wetland,1400616,1260.5544,2013-2014
15,Water,11,Lichens and Mosses,6512,5.8608,2013-2014
15,Water,12,Bareland,36425,32.7825,2013-2014
15,Water,13,Built-up,26413,23.7717,2013-2014
15,Water,15,Water,3928365429,3535528.8861,2013-2014
15,Water,16,Permanent ice and snow,7400,6.66,2013-2014
15,Water,20,Forest,50073,45.0657,2013-2014
16,Permanent ice and snow,5,Shrubland,833,0.7497,2013-2014
16,Permanent ice and snow,7,Grassland,123,0.1107,2013-2014
16,Permanent ice and snow,8,Cropland,160,0.144,2013-2014
16,Permanent ice and snow,9,Wetland,9,0.0081,2013-2014
16,Permanent ice and snow,11,Lichens and Mosses,14,0.0126,2013-2014
16,Permanent ice and snow,12,Bareland,581,0.5229,2013-2014
16,Permanent ice and snow,13,Built-up,775,0.6975,2013-2014
16,Permanent ice and snow,15,Water,4016,3.6144,2013-2014
16,Permanent ice and snow,16,Permanent ice and snow,5253655,4728.2895,2013-2014
16,Permanent ice and snow,20,Forest,1543,1.3887,2013-2014
20,Forest,5,Shrubland,3436299,3092.6691,2013-2014
20,Forest,7,Grassland,1229657,1106.6913,2013-2014
20,Forest,8,Cropland,8326986,7494.2874,2013-2014
20,Forest,9,Wetland,473257,425.9313,2013-2014
20,Forest,11,Lichens and Mosses,13656,12.2904,2013-2014
20,Forest,12,Bareland,77714,69.9426,2013-2014
20,Forest,13,Built-up,509532,458.5788,2013-2014
20,Forest,15,Water,66048,59.4432,2013-2014
20,Forest,16,Permanent ice and snow,2130,1.917,2013-2014
20,Forest,20,Forest,1222187599,1099968.8391,2013-2014
5,Shrubland,5,Shrubland,505582555,455024.2995,2014-2015
5,Shrubland,7,Grassland,1539013,1385.1117,2014-2015
5,Shrubland,8,Cropland,6762344,6086.1096,2014-2015
5,Shrubland,9,Wetland,380090,342.081,2014-2015
5,Shrubland,11,Lichens and Mosses,59154,53.2386,2014-2015
5,Shrubland,12,Bareland,363862,327.4758,2014-2015
5,Shrubland,13,Built-up,840307,756.2763,2014-2015
5,Shrubland,15,Water,30096,27.0864,2014-2015
5,Shrubland,16,Permanent ice and snow,1732,1.5588,2014-2015
5,Shrubland,20,Forest,3552419,3197.1771,2014-2015
7,Grassland,5,Shrubland,1730869,1557.7821,2014-2015
7,Grassland,7,Grassland,534270321,480843.2889,2014-2015
7,Grassland,8,Cropland,9082659,8174.3931,2014-2015
7,Grassland,9,Wetland,146431,131.7879,2014-2015
7,Grassland,11,Lichens and Mosses,50953,45.8577,2014-2015
7,Grassland,12,Bareland,1289516,1160.5644,2014-2015
7,Grassland,13,Built-up,825973,743.3757,2014-2015
7,Grassland,15,Water,4566,4.1094,2014-2015
7,Grassland,16,Permanent ice and snow,418,0.3762,2014-2015
7,Grassland,20,Forest,1221920,1099.728,2014-2015
8,Cropland,5,Shrubland,7964068,7167.6612,2014-2015
8,Cropland,7,Grassland,11180133,10062.1197,2014-2015
8,Cropland,8,Cropland,1916519965,1724867.9685,2014-2015
8,Cropland,9,Wetland,796663,716.9967,2014-2015
8,Cropland,11,Lichens and Mosses,84294,75.8646,2014-2015
8,Cropland,12,Bareland,1130816,1017.7344,2014-2015
8,Cropland,13,Built-up,6221207,5599.0863,2014-2015
8,Cropland,15,Water,39834,35.8506,2014-2015
8,Cropland,16,Permanent ice and snow,191,0.1719,2014-2015
8,Cropland,20,Forest,7590752,6831.6768,2014-2015
9,Wetland,5,Shrubland,363991,327.5919,2014-2015
9,Wetland,7,Grassland,173019,155.7171,2014-2015
9,Wetland,8,Cropland,744794,670.3146,2014-2015
9,Wetland,9,Wetland,45235786,40712.2074,2014-2015
9,Wetland,11,Lichens and Mosses,5596,5.0364,2014-2015
9,Wetland,12,Bareland,1380087,1242.0783,2014-2015
9,Wetland,13,Built-up,100204,90.1836,2014-2015
9,Wetland,15,Water,1248078,1123.2702,2014-2015
9,Wetland,16,Permanent ice and snow,8,0.0072,2014-2015
9,Wetland,20,Forest,449617,404.6553,2014-2015
11,Lichens and Mosses,5,Shrubland,64189,57.7701,2014-2015
11,Lichens and Mosses,7,Grassland,40515,36.4635,2014-2015
11,Lichens and Mosses,8,Cropland,67242,60.5178,2014-2015
11,Lichens and Mosses,9,Wetland,4825,4.3425,2014-2015
11,Lichens and Mosses,11,Lichens and Mosses,880895,792.8055,2014-2015
11,Lichens and Mosses,12,Bareland,5141,4.6269,2014-2015
11,Lichens and Mosses,13,Built-up,9772,8.7948,2014-2015
11,Lichens and Mosses,15,Water,3177,2.8593,2014-2015
11,Lichens and Mosses,16,Permanent ice and snow,39,0.0351,2014-2015
11,Lichens and Mosses,20,Forest,13084,11.7756,2014-2015
12,Bareland,5,Shrubland,372950,335.655,2014-2015
12,Bareland,7,Grassland,791936,712.7424,2014-2015
12,Bareland,8,Cropland,1027044,924.3396,2014-2015
12,Bareland,9,Wetland,1088758,979.8822,2014-2015
12,Bareland,11,Lichens and Mosses,6010,5.409,2014-2015
12,Bareland,12,Bareland,1200781520,1080703.368,2014-2015
12,Bareland,13,Built-up,377495,339.7455,2014-2015
12,Bareland,15,Water,55622,50.0598,2014-2015
12,Bareland,16,Permanent ice and snow,862,0.7758,2014-2015
12,Bareland,20,Forest,138546,124.6914,2014-2015
13,Built-up,5,Shrubland,887419,798.6771,2014-2015
13,Built-up,7,Grassland,752618,677.3562,2014-2015
13,Built-up,8,Cropland,5734535,5161.0815,2014-2015
13,Built-up,9,Wetland,97768,87.9912,2014-2015
13,Built-up,11,Lichens and Mosses,10031,9.0279,2014-2015
13,Built-up,12,Bareland,292006,262.8054,2014-2015
13,Built-up,13,Built-up,122559108,110303.1972,2014-2015
13,Built-up,15,Water,18763,16.8867,2014-2015
13,Built-up,16,Permanent ice and snow,1016,0.9144,2014-2015
13,Built-up,20,Forest,544962,490.4658,2014-2015
15,Water,5,Shrubland,59478,53.5302,2014-2015
15,Water,7,Grassland,3237,2.9133,2014-2015
15,Water,8,Cropland,50036,45.0324,2014-2015
15,Water,9,Wetland,1538876,1384.9884,2014-2015
15,Water,11,Lichens and Mosses,2162,1.9458,2014-2015
15,Water,12,Bareland,42293,38.0637,2014-2015
15,Water,13,Built-up,30656,27.5904,2014-2015
15,Water,15,Water,3928222080,3535399.872,2014-2015
15,Water,16,Permanent ice and snow,3161,2.8449,2014-2015
15,Water,20,Forest,57038,51.3342,2014-2015
16,Permanent ice and snow,5,Shrubland,3005,2.7045,2014-2015
16,Permanent ice and snow,7,Grassland,545,0.4905,2014-2015
16,Permanent ice and snow,8,Cropland,720,0.648,2014-2015
16,Permanent ice and snow,9,Wetland,11,0.0099,2014-2015
16,Permanent ice and snow,11,Lichens and Mosses,20,0.018,2014-2015
16,Permanent ice and snow,12,Bareland,1645,1.4805,2014-2015
16,Permanent ice and snow,13,Built-up,1030,0.927,2014-2015
16,Permanent ice and snow,15,Water,10171,9.1539,2014-2015
16,Permanent ice and snow,16,Permanent ice and snow,5253365,4728.0285,2014-2015
16,Permanent ice and snow,20,Forest,4854,4.3686,2014-2015
20,Forest,5,Shrubland,3734474,3361.0266,2014-2015
20,Forest,7,Grassland,1101447,991.3023,2014-2015
20,Forest,8,Cropland,8296704,7467.0336,2014-2015
20,Forest,9,Wetland,468713,421.8417,2014-2015
20,Forest,11,Lichens and Mosses,11774,10.5966,2014-2015
20,Forest,12,Bareland,66172,59.5548,2014-2015
20,Forest,13,Built-up,553695,498.3255,2014-2015
20,Forest,15,Water,106422,95.7798,2014-2015
20,Forest,16,Permanent ice and snow,881,0.7929,2014-2015
20,Forest,20,Forest,1221367547,1099230.7923,2014-2015
5,Shrubland,5,Shrubland,507014012,456312.6108,2015-2016
5,Shrubland,7,Grassland,1408641,1267.7769,2015-2016
5,Shrubland,8,Cropland,7188883,6469.9947,2015-2016
5,Shrubland,9,Wetland,390513,351.4617,2015-2016
5,Shrubland,11,Lichens and Mosses,39874,35.8866,2015-2016
5,Shrubland,12,Bareland,268390,241.551,2015-2016
5,Shrubland,13,Built-up,882206,793.9854,2015-2016
5,Shrubland,15,Water,26681,24.0129,2015-2016
5,Shrubland,16,Permanent ice and snow,900,0.81,2015-2016
5,Shrubland,20,Forest,3542898,3188.6082,2015-2016
7,Grassland,5,Shrubland,1453458,1308.1122,2015-2016
7,Grassland,7,Grassland,537930443,484137.3987,2015-2016
7,Grassland,8,Cropland,7719988,6947.9892,2015-2016
7,Grassland,9,Wetland,199940,179.946,2015-2016
7,Grassland,11,Lichens and Mosses,32160,28.944,2015-2016
7,Grassland,12,Bareland,693273,623.9457,2015-2016
7,Grassland,13,Built-up,776562,698.9058,2015-2016
7,Grassland,15,Water,7772,6.9948,2015-2016
7,Grassland,16,Permanent ice and snow,117,0.1053,2015-2016
7,Grassland,20,Forest,1039074,935.1666,2015-2016
8,Cropland,5,Shrubland,6442731,5798.4579,2015-2016
8,Cropland,7,Grassland,9736619,8762.9571,2015-2016
8,Cropland,8,Cropland,1917119421,1725407.4789,2015-2016
8,Cropland,9,Wetland,742767,668.4903,2015-2016
8,Cropland,11,Lichens and Mosses,53689,48.3201,2015-2016
8,Cropland,12,Bareland,792450,713.205,2015-2016
8,Cropland,13,Built-up,6166919,5550.2271,2015-2016
8,Cropland,15,Water,31609,28.4481,2015-2016
8,Cropland,16,Permanent ice and snow,148,0.1332,2015-2016
8,Cropland,20,Forest,7199689,6479.7201,2015-2016
9,Wetland,5,Shrubland,434866,391.3794,2015-2016
9,Wetland,7,Grassland,144158,129.7422,2015-2016
9,Wetland,8,Cropland,861373,775.2357,2015-2016
9,Wetland,9,Wetland,45049463,40544.5167,2015-2016
9,Wetland,11,Lichens and Mosses,6071,5.4639,2015-2016
9,Wetland,12,Bareland,1273620,1146.258,2015-2016
9,Wetland,13,Built-up,117426,105.6834,2015-2016
9,Wetland,15,Water,1428522,1285.6698,2015-2016
9,Wetland,16,Permanent ice and snow,3,0.0027,2015-2016
9,Wetland,20,Forest,442420,398.178,2015-2016
11,Lichens and Mosses,5,Shrubland,55788,50.2092,2015-2016
11,Lichens and Mosses,7,Grassland,33186,29.8674,2015-2016
11,Lichens and Mosses,8,Cropland,67682,60.9138,2015-2016
11,Lichens and Mosses,9,Wetland,5034,4.5306,2015-2016
11,Lichens and Mosses,11,Lichens and Mosses,917474,825.7266,2015-2016
11,Lichens and Mosses,12,Bareland,6713,6.0417,2015-2016
11,Lichens and Mosses,13,Built-up,9470,8.523,2015-2016
11,Lichens and Mosses,15,Water,3004,2.7036,2015-2016
11,Lichens and Mosses,16,Permanent ice and snow,13,0.0117,2015-2016
11,Lichens and Mosses,20,Forest,12527,11.2743,2015-2016
12,Bareland,5,Shrubland,350080,315.072,2015-2016
12,Bareland,7,Grassland,816444,734.7996,2015-2016
12,Bareland,8,Cropland,730562,657.5058,2015-2016
12,Bareland,9,Wetland,1161080,1044.972,2015-2016
12,Bareland,11,Lichens and Mosses,6669,6.0021,2015-2016
12,Bareland,12,Bareland,1201802434,1081622.1906,2015-2016
12,Bareland,13,Built-up,343980,309.582,2015-2016
12,Bareland,15,Water,51124,46.0116,2015-2016
12,Bareland,16,Permanent ice and snow,545,0.4905,2015-2016
12,Bareland,20,Forest,90138,81.1242,2015-2016
13,Built-up,5,Shrubland,822769,740.4921,2015-2016
13,Built-up,7,Grassland,723339,651.0051,2015-2016
13,Built-up,8,Cropland,5123651,4611.2859,2015-2016
13,Built-up,9,Wetland,87727,78.9543,2015-2016
13,Built-up,11,Lichens and Mosses,9762,8.7858,2015-2016
13,Built-up,12,Bareland,279192,251.2728,2015-2016
13,Built-up,13,Built-up,123946277,111551.6493,2015-2016
13,Built-up,15,Water,24124,21.7116,2015-2016
13,Built-up,16,Permanent ice and snow,569,0.5121,2015-2016
13,Built-up,20,Forest,502036,451.8324,2015-2016
15,Water,5,Shrubland,48710,43.839,2015-2016
15,Water,7,Grassland,2939,2.6451,2015-2016
15,Water,8,Cropland,37905,34.1145,2015-2016
15,Water,9,Wetland,1916394,1724.7546,2015-2016
15,Water,11,Lichens and Mosses,2165,1.9485,2015-2016
15,Water,12,Bareland,36569,32.9121,2015-2016
15,Water,13,Built-up,24807,22.3263,2015-2016
15,Water,15,Water,3927602586,3534842.3274,2015-2016
15,Water,16,Permanent ice and snow,3818,3.4362,2015-2016
15,Water,20,Forest,62916,56.6244,2015-2016
16,Permanent ice and snow,5,Shrubland,6844,6.1596,2015-2016
16,Permanent ice and snow,7,Grassland,1377,1.2393,2015-2016
16,Permanent ice and snow,8,Cropland,957,0.8613,2015-2016
16,Permanent ice and snow,9,Wetland,22,0.0198,2015-2016
16,Permanent ice and snow,11,Lichens and Mosses,71,0.0639,2015-2016
16,Permanent ice and snow,12,Bareland,4077,3.6693,2015-2016
16,Permanent ice and snow,13,Built-up,1681,1.5129,2015-2016
16,Permanent ice and snow,15,Water,15994,14.3946,2015-2016
16,Permanent ice and snow,16,Permanent ice and snow,5225912,4703.3208,2015-2016
16,Permanent ice and snow,20,Forest,4738,4.2642,2015-2016
20,Forest,5,Shrubland,3947878,3553.0902,2015-2016
20,Forest,7,Grassland,1008655,907.7895,2015-2016
20,Forest,8,Cropland,8548733,7693.8597,2015-2016
20,Forest,9,Wetland,456839,411.1551,2015-2016
20,Forest,11,Lichens and Mosses,10132,9.1188,2015-2016
20,Forest,12,Bareland,60138,54.1242,2015-2016
20,Forest,13,Built-up,566850,510.165,2015-2016
20,Forest,15,Water,48211,43.3899,2015-2016
20,Forest,16,Permanent ice and snow,1712,1.5408,2015-2016
20,Forest,20,Forest,1220291589,1098262.4301,2015-2016
5,Shrubland,5,Shrubland,506774480,456097.032,2016-2017
5,Shrubland,7,Grassland,1545483,1390.9347,2016-2017
5,Shrubland,8,Cropland,7368293,6631.4637,2016-2017
5,Shrubland,9,Wetland,367539,330.7851,2016-2017
5,Shrubland,11,Lichens and Mosses,54340,48.906,2016-2017
5,Shrubland,12,Bareland,390789,351.7101,2016-2017
5,Shrubland,13,Built-up,846630,761.967,2016-2017
5,Shrubland,15,Water,29681,26.7129,2016-2017
5,Shrubland,16,Permanent ice and snow,5311,4.7799,2016-2017
