Year,Class,Area_km2,pct,count
2006,Cropland,1749697.1145,20.300639352728155,19441079050.0
2006,Wetland,44472.7656,0.5159896349957744,494141840.0
2006,Lichens and Mosses,984.8853,0.01142700705934294,10943170.0
2006,Bareland,1090243.0674,12.649407222931952,12113811860.0
2006,Built-up,110290.5,1.279631569359866,1225450000.0
2006,Water,3535202.6946,41.016741896139976,39280029940.0
2006,Permanent ice and snow,3573.8748,0.0414654301052192,39709720.0
2006,Forest,1119157.4511,12.984882700793637,12435082790.0
2007,Shrubland,468580.9464,5.436651136676654,5206454960.0
2007,Grassland,498691.6479,5.786006740641746,5541018310.0
2007,Cropland,1747832.2956,20.279003040132803,19420358840.0
2007,Wetland,45081.5013,0.5230524142492855,500905570.0
2007,Lichens and Mosses,966.2463,0.011210750427569265,10736070.0
2007,Bareland,1089872.0865,12.645102971908596,12109689850.0
2007,Built-up,111804.48,1.297197331533543,1242272000.0
2007,Water,3534814.4292,41.01223712166547,39275715880.0
2007,Permanent ice and snow,3620.3625,0.04200479778792502,40226250.0
2007,Forest,1117662.1524,12.96753369497641,12418468360.0
2008,Shrubland,468289.2276,5.433266492029834,5203213640.0
2008,Grassland,497244.5559,5.769217023765092,5524939510.0
2008,Cropland,1750888.7973,20.3144656613077,19454319970.0
2008,Wetland,45118.9935,0.523487411388965,501322150.0
2008,Lichens and Mosses,934.9515,0.010847656442274804,10388350.0
2008,Bareland,1089396.9612,12.639590357741309,12104410680.0
2008,Built-up,113144.1975,1.312741230873353,1257157750.0
2008,Water,3534868.8054,41.012867907579746,39276320060.0
2008,Permanent ice and snow,3634.6824,0.04217094250555547,40385360.0
2008,Forest,1115404.9983,12.941345316366156,12393388870.0
2009,Shrubland,468372.888,5.434237154069219,5204143200.0
2009,Grassland,497045.8386,5.766911434454363,5522731540.0
2009,Cropland,1750253.427,20.307093868423014,19447260300.0
2009,Wetland,44252.9226,0.5134389336580675,491699140.0
2009,Lichens and Mosses,923.6898,0.010716993999009538,10263220.0
2009,Bareland,1088792.9091,12.632581926301272,12097698990.0
2009,Built-up,114294.1221,1.3260830861916668,1269934690.0
2009,Water,3535762.4181,41.02323595724577,39286249090.0
2009,Permanent ice and snow,3754.0305,0.04355566375270007,41711450.0
2009,Forest,1115473.9203,12.942144981904905,12394154670.0
2010,Shrubland,468449.0685,5.435121026976164,5204989650.0
2010,Grassland,496136.2113,5.7563575970285425,5512624570.0
2010,Cropland,1751597.6085,20.322689557785967,19462195650.0
2010,Wetland,44201.0376,0.5128369443516656,491122640.0
2010,Lichens and Mosses,916.3755,0.010632130755652886,10181950.0
2010,Bareland,1086887.691,12.610476870476841,12076529900.000002
2010,Built-up,115231.7736,1.336962068629061,1280353040.0
2010,Water,3536694.4248,41.034049434169916,39296604720.0
2010,Permanent ice and snow,3453.2586,0.04006599583716809,38369540.0
2010,Forest,1115358.7194,12.940808373989002,12392874660.0
2011,Shrubland,469073.6793,5.44236799018152,5211929770.0
2011,Grassland,495396.6489,5.7477769130853735,5504407210.0
2011,Cropland,1752860.8665,20.337346331854697,19476231850.0
2011,Wetland,43080.2676,0.4998333518618597,478669640.0
2011,Lichens and Mosses,942.9282,0.010940205087562407,10476980.0
2011,Bareland,1086250.1238,12.603079567205706,12069445820.0
2011,Built-up,116184.8637,1.348020174758253,1290942930.0
2011,Water,3537462.609,41.0429621598374,39305140100.0
2011,Permanent ice and snow,3556.1628,0.04125992875890251,39512920.0
2011,Forest,1114118.0262,12.926413377368743,12379089180.0
2012,Shrubland,467291.6334,5.421692037817018,5192129260.0
2012,Grassland,494463.1617,5.736946256189313,5494035130.0
2012,Cropland,1757412.9432,20.3901612617745,19526810480.0
2012,Wetland,44014.0824,0.5106678207859866,489045360.0
2012,Lichens and Mosses,933.1326,0.010826552897678081,10368140.0
2012,Bareland,1084514.3352,12.582940322021733,12050159280.000002
2012,Built-up,116565.9057,1.3524411687329376,1295176730.0
2012,Water,3537231.021,41.04027526223427,39302566900.0
2012,Permanent ice and snow,4235.6439,0.04914352230227245,47062710.0
2012,Forest,1112264.3016,12.904905795244282,12358492240.0
2013,Shrubland,467562.7737,5.424837920729101,5195141930.0
2013,Grassland,495527.7438,5.749297947882318,5505863820.0
