From,To,Count,Area_km2,Period,From_label,To_label
5,20,1262,113.58,2008-2009,Shrubland,Forest
7,5,633,56.97,2008-2009,Grassland,Shrubland
7,7,282968,25467.12,2008-2009,Grassland,Grassland
7,8,6572,591.48,2008-2009,Grassland,Cropland
7,9,1,0.09,2008-2009,Grassland,Wetland
7,11,20,1.7999999999999998,2008-2009,Grassland,Lichens and mosses
7,13,295,26.55,2008-2009,Grassland,Built-up
7,15,2,0.18,2008-2009,Grassland,Water
7,20,1595,143.54999999999998,2008-2009,Grassland,Forest
8,5,1726,155.34,2008-2009,Cropland,Shrubland
8,7,4181,376.28999999999996,2008-2009,Cropland,Grassland
8,8,1776746,159907.13999999998,2008-2009,Cropland,Cropland
8,9,68,6.12,2008-2009,Cropland,Wetland
8,11,62,5.58,2008-2009,Cropland,Lichens and mosses
8,12,8,0.72,2008-2009,Cropland,Bareland
8,13,6854,616.86,2008-2009,Cropland,Built-up
8,15,118,10.62,2008-2009,Cropland,Water
8,20,6473,582.5699999999999,2008-2009,Cropland,Forest
9,5,1,0.09,2008-2009,Wetland,Shrubland
9,8,13,1.17,2008-2009,Wetland,Cropland
9,9,2089,188.01,2008-2009,Wetland,Wetland
9,13,3,0.27,2008-2009,Wetland,Built-up
9,15,584,52.559999999999995,2008-2009,Wetland,Water
9,20,85,7.6499999999999995,2008-2009,Wetland,Forest
11,5,31,2.79,2008-2009,Lichens and mosses,Shrubland
11,7,32,2.88,2008-2009,Lichens and mosses,Grassland
11,8,73,6.569999999999999,2008-2009,Lichens and mosses,Cropland
11,11,835,75.14999999999999,2008-2009,Lichens and mosses,Lichens and mosses
11,13,67,6.029999999999999,2008-2009,Lichens and mosses,Built-up
11,20,4,0.36,2008-2009,Lichens and mosses,Forest
12,5,14,1.26,2008-2009,Bareland,Shrubland
12,8,10,0.8999999999999999,2008-2009,Bareland,Cropland
12,9,7,0.63,2008-2009,Bareland,Wetland
12,11,1,0.09,2008-2009,Bareland,Lichens and mosses
12,12,294,26.459999999999997,2008-2009,Bareland,Bareland
12,13,3,0.27,2008-2009,Bareland,Built-up
12,15,5,0.44999999999999996,2008-2009,Bareland,Water
12,20,2,0.18,2008-2009,Bareland,Forest
13,5,783,70.47,2008-2009,Built-up,Shrubland
13,7,327,29.43,2008-2009,Built-up,Grassland
13,8,9040,813.6,2008-2009,Built-up,Cropland
13,9,3,0.27,2008-2009,Built-up,Wetland
13,11,68,6.12,2008-2009,Built-up,Lichens and mosses
13,12,1,0.09,2008-2009,Built-up,Bareland
13,13,162187,14596.83,2008-2009,Built-up,Built-up
13,15,3,0.27,2008-2009,Built-up,Water
13,20,208,18.72,2008-2009,Built-up,Forest
15,8,1,0.09,2008-2009,Water,Cropland
15,9,65,5.85,2008-2009,Water,Wetland
15,12,4,0.36,2008-2009,Water,Bareland
15,13,4,0.36,2008-2009,Water,Built-up
15,15,6614,595.26,2008-2009,Water,Water
15,20,6,0.54,2008-2009,Water,Forest
20,5,1551,139.59,2008-2009,Forest,Shrubland
20,7,1606,144.54,2008-2009,Forest,Grassland
20,8,7592,683.28,2008-2009,Forest,Cropland
20,9,242,21.779999999999998,2008-2009,Forest,Wetland
20,11,4,0.36,2008-2009,Forest,Lichens and mosses
20,12,8,0.72,2008-2009,Forest,Bareland
20,13,188,16.919999999999998,2008-2009,Forest,Built-up
20,15,412,37.08,2008-2009,Forest,Water
20,20,2280310,205227.9,2008-2009,Forest,Forest
5,5,37733,3395.97,2009-2010,Shrubland,Shrubland
5,7,658,59.22,2009-2010,Shrubland,Grassland
5,8,1396,125.64,2009-2010,Shrubland,Cropland
5,9,5,0.44999999999999996,2009-2010,Shrubland,Wetland
5,11,88,7.92,2009-2010,Shrubland,Lichens and mosses
5,12,15,1.3499999999999999,2009-2010,Shrubland,Bareland
5,13,769,69.21,2009-2010,Shrubland,Built-up
5,20,843,75.86999999999999,2009-2010,Shrubland,Forest
7,5,548,49.32,2009-2010,Grassland,Shrubland
7,7,282689,25442.01,2009-2010,Grassland,Grassland
7,8,4946,445.14,2009-2010,Grassland,Cropland
7,11,31,2.79,2009-2010,Grassland,Lichens and mosses
7,13,301,27.09,2009-2010,Grassland,Built-up
7,20,1049,94.41,2009-2010,Grassland,Forest
8,5,2134,192.06,2009-2010,Cropland,Shrubland
8,7,6216,559.4399999999999,2009-2010,Cropland,Grassland
8,8,1780542,160248.78,2009-2010,Cropland,Cropland
8,9,15,1.3499999999999999,2009-2010,Cropland,Wetland
8,11,154,13.86,2009-2010,Cropland,Lichens and mosses
8,12,7,0.63,2009-2010,Cropland,Bareland
8,13,7185,646.65,2009-2010,Cropland,Built-up
8,15,1,0.09,2009-2010,Cropland,Water
8,20,5532,497.88,2009-2010,Cropland,Forest
9,5,58,5.22,2009-2010,Wetland,Shrubland
9,8,65,5.85,2009-2010,Wetland,Cropland
9,9,1831,164.79,2009-2010,Wetland,Wetland
9,12,26,2.34,2009-2010,Wetland,Bareland
9,13,5,0.44999999999999996,2009-2010,Wetland,Built-up
9,15,132,11.879999999999999,2009-2010,Wetland,Water
9,20,388,34.92,2009-2010,Wetland,Forest
11,5,27,2.4299999999999997,2009-2010,Lichens and mosses,Shrubland
11,7,13,1.17,2009-2010,Lichens and mosses,Grassland
11,8,56,5.04,2009-2010,Lichens and mosses,Cropland
11,11,874,78.66,2009-2010,Lichens and mosses,Lichens and mosses
11,13,80,7.199999999999999,2009-2010,Lichens and mosses,Built-up
11,20,14,1.26,2009-2010,Lichens and mosses,Forest
12,5,3,0.27,2009-2010,Bareland,Shrubland
12,8,6,0.54,2009-2010,Bareland,Cropland
12,9,1,0.09,2009-2010,Bareland,Wetland
12,11,2,0.18,2009-2010,Bareland,Lichens and mosses
12,12,295,26.55,2009-2010,Bareland,Bareland
12,13,4,0.36,2009-2010,Bareland,Built-up
12,20,4,0.36,2009-2010,Bareland,Forest
13,5,331,29.79,2009-2010,Built-up,Shrubland
13,7,192,17.28,2009-2010,Built-up,Grassland
13,8,8034,723.06,2009-2010,Built-up,Cropland
13,9,4,0.36,2009-2010,Built-up,Wetland
13,11,36,3.2399999999999998,2009-2010,Built-up,Lichens and mosses
13,12,16,1.44,2009-2010,Built-up,Bareland
13,13,161326,14519.34,2009-2010,Built-up,Built-up
13,20,169,15.209999999999999,2009-2010,Built-up,Forest
15,5,2,0.18,2009-2010,Water,Shrubland
15,8,269,24.21,2009-2010,Water,Cropland
15,9,1515,136.35,2009-2010,Water,Wetland
15,12,6,0.54,2009-2010,Water,Bareland
15,13,2,0.18,2009-2010,Water,Built-up
15,15,5642,507.78,2009-2010,Water,Water
15,20,316,28.439999999999998,2009-2010,Water,Forest
20,5,1757,158.13,2009-2010,Forest,Shrubland
20,7,2389,215.01,2009-2010,Forest,Grassland
20,8,9060,815.4,2009-2010,Forest,Cropland
20,9,54,4.859999999999999,2009-2010,Forest,Wetland
20,11,11,0.99,2009-2010,Forest,Lichens and mosses
20,12,6,0.54,2009-2010,Forest,Bareland
20,13,168,15.12,2009-2010,Forest,Built-up
20,15,4,0.36,2009-2010,Forest,Water
20,20,2276496,204884.63999999998,2009-2010,Forest,Forest
5,5,39437,3549.33,2010-2011,Shrubland,Shrubland
5,7,594,53.46,2010-2011,Shrubland,Grassland
5,8,1143,102.86999999999999,2010-2011,Shrubland,Cropland
5,9,46,4.14,2010-2011,Shrubland,Wetland
5,11,47,4.2299999999999995,2010-2011,Shrubland,Lichens and mosses
5,12,10,0.8999999999999999,2010-2011,Shrubland,Bareland
5,13,440,39.6,2010-2011,Shrubland,Built-up
5,20,876,78.84,2010-2011,Shrubland,Forest
7,5,348,31.32,2010-2011,Grassland,Shrubland
7,7,287067,25836.03,2010-2011,Grassland,Grassland
7,8,3549,319.40999999999997,2010-2011,Grassland,Cropland
7,11,62,5.58,2010-2011,Grassland,Lichens and mosses
7,13,308,27.72,2010-2011,Grassland,Built-up
7,20,823,74.07,2010-2011,Grassland,Forest
8,5,1048,94.32,2010-2011,Cropland,Shrubland
8,7,3307,297.63,2010-2011,Cropland,Grassland
8,8,1789229,161030.61,2010-2011,Cropland,Cropland
8,9,46,4.14,2010-2011,Cropland,Wetland
8,11,98,8.82,2010-2011,Cropland,Lichens and mosses
8,12,14,1.26,2010-2011,Cropland,Bareland
8,13,7692,692.28,2010-2011,Cropland,Built-up
8,20,2940,264.59999999999997,2010-2011,Cropland,Forest
9,5,26,2.34,2010-2011,Wetland,Shrubland
9,8,50,4.5,2010-2011,Wetland,Cropland
9,9,3144,282.96,2010-2011,Wetland,Wetland
9,12,5,0.44999999999999996,2010-2011,Wetland,Bareland
9,13,2,0.18,2010-2011,Wetland,Built-up
9,15,24,2.16,2010-2011,Wetland,Water
9,20,174,15.66,2010-2011,Wetland,Forest
11,5,39,3.51,2010-2011,Lichens and mosses,Shrubland
11,7,56,5.04,2010-2011,Lichens and mosses,Grassland
11,8,41,3.69,2010-2011,Lichens and mosses,Cropland
11,11,970,87.3,2010-2011,Lichens and mosses,Lichens and mosses
11,12,1,0.09,2010-2011,Lichens and mosses,Bareland
11,13,68,6.12,2010-2011,Lichens and mosses,Built-up
11,20,21,1.89,2010-2011,Lichens and mosses,Forest
12,5,3,0.27,2010-2011,Bareland,Shrubland
12,8,12,1.08,2010-2011,Bareland,Cropland
12,9,18,1.6199999999999999,2010-2011,Bareland,Wetland
12,11,4,0.36,2010-2011,Bareland,Lichens and mosses
12,12,318,28.619999999999997,2010-2011,Bareland,Bareland
12,13,6,0.54,2010-2011,Bareland,Built-up
12,15,2,0.18,2010-2011,Bareland,Water
12,20,8,0.72,2010-2011,Bareland,Forest
13,5,367,33.03,2010-2011,Built-up,Shrubland
13,7,307,27.63,2010-2011,Built-up,Grassland
13,8,7551,679.5899999999999,2010-2011,Built-up,Cropland
13,9,6,0.54,2010-2011,Built-up,Wetland
13,11,81,7.29,2010-2011,Built-up,Lichens and mosses
13,12,6,0.54,2010-2011,Built-up,Bareland
13,13,161351,14521.59,2010-2011,Built-up,Built-up
13,15,2,0.18,2010-2011,Built-up,Water
13,20,169,15.209999999999999,2010-2011,Built-up,Forest
15,7,1,0.09,2010-2011,Water,Grassland
15,8,24,2.16,2010-2011,Water,Cropland
15,9,438,39.42,2010-2011,Water,Wetland
15,12,2,0.18,2010-2011,Water,Bareland
15,15,5297,476.72999999999996,2010-2011,Water,Water
15,20,17,1.53,2010-2011,Water,Forest
20,5,1221,109.89,2010-2011,Forest,Shrubland
20,7,1288,115.92,2010-2011,Forest,Grassland
20,8,6000,540.0,2010-2011,Forest,Cropland
20,9,282,25.38,2010-2011,Forest,Wetland
20,11,10,0.8999999999999999,2010-2011,Forest,Lichens and mosses
20,12,3,0.27,2010-2011,Forest,Bareland
20,13,174,15.66,2010-2011,Forest,Built-up
20,15,2,0.18,2010-2011,Forest,Water
20,20,2275831,204824.78999999998,2010-2011,Forest,Forest
5,5,37354,3361.8599999999997,2011-2012,Shrubland,Shrubland
5,7,807,72.63,2011-2012,Shrubland,Grassland
5,8,2484,223.56,2011-2012,Shrubland,Cropland
5,9,38,3.42,2011-2012,Shrubland,Wetland
5,11,33,2.9699999999999998,2011-2012,Shrubland,Lichens and mosses
5,12,4,0.36,2011-2012,Shrubland,Bareland
5,13,388,34.92,2011-2012,Shrubland,Built-up
5,20,1381,124.28999999999999,2011-2012,Shrubland,Forest
7,5,488,43.92,2011-2012,Grassland,Shrubland
7,7,282369,25413.21,2011-2012,Grassland,Grassland
7,8,7637,687.3299999999999,2011-2012,Grassland,Cropland
7,9,1,0.09,2011-2012,Grassland,Wetland
7,11,21,1.89,2011-2012,Grassland,Lichens and mosses
7,13,353,31.77,2011-2012,Grassland,Built-up
7,20,1751,157.59,2011-2012,Grassland,Forest
8,5,1260,113.39999999999999,2011-2012,Cropland,Shrubland
8,7,5868,528.12,2011-2012,Cropland,Grassland
8,8,1787250,160852.5,2011-2012,Cropland,Cropland
8,9,62,5.58,2011-2012,Cropland,Wetland
8,11,44,3.96,2011-2012,Cropland,Lichens and mosses
8,12,4,0.36,2011-2012,Cropland,Bareland
8,13,8570,771.3,2011-2012,Cropland,Built-up
8,15,1,0.09,2011-2012,Cropland,Water
8,20,4540,408.59999999999997,2011-2012,Cropland,Forest
9,5,23,2.07,2011-2012,Wetland,Shrubland
9,8,155,13.95,2011-2012,Wetland,Cropland
9,9,3692,332.28,2011-2012,Wetland,Wetland
9,13,9,0.8099999999999999,2011-2012,Wetland,Built-up
9,15,49,4.41,2011-2012,Wetland,Water
9,20,52,4.68,2011-2012,Wetland,Forest
11,5,45,4.05,2011-2012,Lichens and mosses,Shrubland
11,7,83,7.47,2011-2012,Lichens and mosses,Grassland
11,8,116,10.44,2011-2012,Lichens and mosses,Cropland
11,9,1,0.09,2011-2012,Lichens and mosses,Wetland
11,11,950,85.5,2011-2012,Lichens and mosses,Lichens and mosses
11,13,66,5.9399999999999995,2011-2012,Lichens and mosses,Built-up
11,20,11,0.99,2011-2012,Lichens and mosses,Forest
12,5,33,2.9699999999999998,2011-2012,Bareland,Shrubland
12,8,12,1.08,2011-2012,Bareland,Cropland
12,9,15,1.3499999999999999,2011-2012,Bareland,Wetland
12,12,286,25.74,2011-2012,Bareland,Bareland
12,13,5,0.44999999999999996,2011-2012,Bareland,Built-up
12,15,4,0.36,2011-2012,Bareland,Water
12,20,4,0.36,2011-2012,Bareland,Forest
13,5,739,66.50999999999999,2011-2012,Built-up,Shrubland
13,7,363,32.67,2011-2012,Built-up,Grassland
13,8,9525,857.25,2011-2012,Built-up,Cropland
13,9,7,0.63,2011-2012,Built-up,Wetland
13,11,62,5.58,2011-2012,Built-up,Lichens and mosses
13,12,35,3.15,2011-2012,Built-up,Bareland
13,13,159085,14317.65,2011-2012,Built-up,Built-up
13,20,225,20.25,2011-2012,Built-up,Forest
15,8,6,0.54,2011-2012,Water,Cropland
15,9,26,2.34,2011-2012,Water,Wetland
15,15,5291,476.19,2011-2012,Water,Water
15,20,4,0.36,2011-2012,Water,Forest
20,5,1075,96.75,2011-2012,Forest,Shrubland
20,7,2295,206.54999999999998,2011-2012,Forest,Grassland
20,8,9483,853.4699999999999,2011-2012,Forest,Cropland
20,9,332,29.88,2011-2012,Forest,Wetland
20,11,4,0.36,2011-2012,Forest,Lichens and mosses
20,12,5,0.44999999999999996,2011-2012,Forest,Bareland
20,13,179,16.11,2011-2012,Forest,Built-up
20,15,7,0.63,2011-2012,Forest,Water
20,20,2267479,204073.11,2011-2012,Forest,Forest
5,5,34355,3091.95,2012-2013,Shrubland,Shrubland
5,7,1189,107.00999999999999,2012-2013,Shrubland,Grassland
5,8,2269,204.20999999999998,2012-2013,Shrubland,Cropland
5,9,16,1.44,2012-2013,Shrubland,Wetland
5,11,45,4.05,2012-2013,Shrubland,Lichens and mosses
5,12,3,0.27,2012-2013,Shrubland,Bareland
5,13,687,61.83,2012-2013,Shrubland,Built-up
5,20,2453,220.76999999999998,2012-2013,Shrubland,Forest
7,5,859,77.31,2012-2013,Grassland,Shrubland
7,7,276371,24873.39,2012-2013,Grassland,Grassland
7,8,9701,873.0899999999999,2012-2013,Grassland,Cropland
7,11,21,1.89,2012-2013,Grassland,Lichens and mosses
7,13,288,25.919999999999998,2012-2013,Grassland,Built-up
7,20,4545,409.05,2012-2013,Grassland,Forest
8,5,2431,218.79,2012-2013,Cropland,Shrubland
8,7,13817,1243.53,2012-2013,Cropland,Grassland
8,8,1777730,159995.69999999998,2012-2013,Cropland,Cropland
8,9,122,10.98,2012-2013,Cropland,Wetland
8,11,65,5.85,2012-2013,Cropland,Lichens and mosses
8,12,8,0.72,2012-2013,Cropland,Bareland
8,13,9164,824.76,2012-2013,Cropland,Built-up
8,20,13331,1199.79,2012-2013,Cropland,Forest
9,5,10,0.8999999999999999,2012-2013,Wetland,Shrubland
9,8,33,2.9699999999999998,2012-2013,Wetland,Cropland
9,9,3225,290.25,2012-2013,Wetland,Wetland
9,12,1,0.09,2012-2013,Wetland,Bareland
9,13,5,0.44999999999999996,2012-2013,Wetland,Built-up
9,15,809,72.81,2012-2013,Wetland,Water
9,20,91,8.19,2012-2013,Wetland,Forest
11,5,31,2.79,2012-2013,Lichens and mosses,Shrubland
11,7,80,7.199999999999999,2012-2013,Lichens and mosses,Grassland
11,8,51,4.59,2012-2013,Lichens and mosses,Cropland
11,11,869,78.21,2012-2013,Lichens and mosses,Lichens and mosses
11,13,76,6.84,2012-2013,Lichens and mosses,Built-up
11,20,7,0.63,2012-2013,Lichens and mosses,Forest
12,5,13,1.17,2012-2013,Bareland,Shrubland
12,8,9,0.8099999999999999,2012-2013,Bareland,Cropland
12,9,1,0.09,2012-2013,Bareland,Wetland
12,11,1,0.09,2012-2013,Bareland,Lichens and mosses
12,12,283,25.47,2012-2013,Bareland,Bareland
12,13,26,2.34,2012-2013,Bareland,Built-up
12,15,1,0.09,2012-2013,Bareland,Water
13,5,394,35.46,2012-2013,Built-up,Shrubland
13,7,435,39.15,2012-2013,Built-up,Grassland
13,8,8044,723.9599999999999,2012-2013,Built-up,Cropland
13,9,3,0.27,2012-2013,Built-up,Wetland
13,11,73,6.569999999999999,2012-2013,Built-up,Lichens and mosses
13,12,14,1.26,2012-2013,Built-up,Bareland
13,13,159526,14357.34,2012-2013,Built-up,Built-up
13,20,166,14.94,2012-2013,Built-up,Forest
15,8,4,0.36,2012-2013,Water,Cropland
15,9,27,2.4299999999999997,2012-2013,Water,Wetland
15,15,5314,478.26,2012-2013,Water,Water
15,20,7,0.63,2012-2013,Water,Forest
20,5,1861,167.48999999999998,2012-2013,Forest,Shrubland
20,7,2455,220.95,2012-2013,Forest,Grassland
20,8,9470,852.3,2012-2013,Forest,Cropland
20,9,101,9.09,2012-2013,Forest,Wetland
20,11,2,0.18,2012-2013,Forest,Lichens and mosses
20,12,7,0.63,2012-2013,Forest,Bareland
20,13,254,22.86,2012-2013,Forest,Built-up
20,15,5,0.44999999999999996,2012-2013,Forest,Water
20,20,2261292,203516.28,2012-2013,Forest,Forest
5,5,35538,3198.42,2013-2014,Shrubland,Shrubland
5,7,679,61.11,2013-2014,Shrubland,Grassland
5,8,1342,120.78,2013-2014,Shrubland,Cropland
5,9,18,1.6199999999999999,2013-2014,Shrubland,Wetland
5,11,110,9.9,2013-2014,Shrubland,Lichens and mosses
5,12,5,0.44999999999999996,2013-2014,Shrubland,Bareland
5,13,460,41.4,2013-2014,Shrubland,Built-up
5,20,1802,162.18,2013-2014,Shrubland,Forest
7,5,1100,99.0,2013-2014,Grassland,Shrubland
7,7,283489,25514.01,2013-2014,Grassland,Grassland
7,8,5251,472.59,2013-2014,Grassland,Cropland
7,11,14,1.26,2013-2014,Grassland,Lichens and mosses
7,13,412,37.08,2013-2014,Grassland,Built-up
7,20,4081,367.28999999999996,2013-2014,Grassland,Forest
8,5,2353,211.76999999999998,2013-2014,Cropland,Shrubland
8,7,9466,851.9399999999999,2013-2014,Cropland,Grassland
8,8,1776255,159862.94999999998,2013-2014,Cropland,Cropland
8,9,40,3.5999999999999996,2013-2014,Cropland,Wetland
8,11,81,7.29,2013-2014,Cropland,Lichens and mosses
8,12,5,0.44999999999999996,2013-2014,Cropland,Bareland
8,13,7623,686.0699999999999,2013-2014,Cropland,Built-up
8,15,6,0.54,2013-2014,Cropland,Water
8,20,11482,1033.3799999999999,2013-2014,Cropland,Forest
9,5,16,1.44,2013-2014,Wetland,Shrubland
9,8,44,3.96,2013-2014,Wetland,Cropland
9,9,3079,277.11,2013-2014,Wetland,Wetland
9,13,9,0.8099999999999999,2013-2014,Wetland,Built-up
9,15,266,23.939999999999998,2013-2014,Wetland,Water
9,20,81,7.29,2013-2014,Wetland,Forest
11,5,25,2.25,2013-2014,Lichens and mosses,Shrubland
11,7,65,5.85,2013-2014,Lichens and mosses,Grassland
11,8,44,3.96,2013-2014,Lichens and mosses,Cropland
11,11,847,76.23,2013-2014,Lichens and mosses,Lichens and mosses
11,13,78,7.02,2013-2014,Lichens and mosses,Built-up
11,20,17,1.53,2013-2014,Lichens and mosses,Forest
12,5,8,0.72,2013-2014,Bareland,Shrubland
12,8,8,0.72,2013-2014,Bareland,Cropland
12,9,3,0.27,2013-2014,Bareland,Wetland
12,11,1,0.09,2013-2014,Bareland,Lichens and mosses
12,12,271,24.39,2013-2014,Bareland,Bareland
12,13,19,1.71,2013-2014,Bareland,Built-up
12,15,2,0.18,2013-2014,Bareland,Water
12,20,4,0.36,2013-2014,Bareland,Forest
13,5,418,37.62,2013-2014,Built-up,Shrubland
13,7,396,35.64,2013-2014,Built-up,Grassland
13,8,6727,605.43,2013-2014,Built-up,Cropland
13,9,2,0.18,2013-2014,Built-up,Wetland
13,11,78,7.02,2013-2014,Built-up,Lichens and mosses
13,12,9,0.8099999999999999,2013-2014,Built-up,Bareland
13,13,162162,14594.58,2013-2014,Built-up,Built-up
13,15,1,0.09,2013-2014,Built-up,Water
13,20,233,20.97,2013-2014,Built-up,Forest
15,8,3,0.27,2013-2014,Water,Cropland
15,9,50,4.5,2013-2014,Water,Wetland
15,12,1,0.09,2013-2014,Water,Bareland
15,15,6074,546.66,2013-2014,Water,Water
15,20,1,0.09,2013-2014,Water,Forest
20,5,1721,154.89,2013-2014,Forest,Shrubland
20,7,1534,138.06,2013-2014,Forest,Grassland
20,8,7118,640.62,2013-2014,Forest,Cropland
20,9,57,5.13,2013-2014,Forest,Wetland
20,11,14,1.26,2013-2014,Forest,Lichens and mosses
20,12,2,0.18,2013-2014,Forest,Bareland
20,13,166,14.94,2013-2014,Forest,Built-up
20,15,26,2.34,2013-2014,Forest,Water
20,20,2271254,204412.86,2013-2014,Forest,Forest
5,5,36322,3268.98,2014-2015,Shrubland,Shrubland
5,7,993,89.36999999999999,2014-2015,Shrubland,Grassland
5,8,1669,150.21,2014-2015,Shrubland,Cropland
5,9,28,2.52,2014-2015,Shrubland,Wetland
5,11,43,3.8699999999999997,2014-2015,Shrubland,Lichens and mosses
5,12,7,0.63,2014-2015,Shrubland,Bareland
5,13,383,34.47,2014-2015,Shrubland,Built-up
5,20,1734,156.06,2014-2015,Shrubland,Forest
7,5,1159,104.31,2014-2015,Grassland,Shrubland
7,7,282737,25446.329999999998,2014-2015,Grassland,Grassland
7,8,6683,601.47,2014-2015,Grassland,Cropland
7,11,40,3.5999999999999996,2014-2015,Grassland,Lichens and mosses
7,12,1,0.09,2014-2015,Grassland,Bareland
7,13,411,36.99,2014-2015,Grassland,Built-up
7,20,4598,413.82,2014-2015,Grassland,Forest
8,5,2536,228.23999999999998,2014-2015,Cropland,Shrubland
8,7,10043,903.87,2014-2015,Cropland,Grassland
8,8,1762531,158627.79,2014-2015,Cropland,Cropland
8,9,55,4.95,2014-2015,Cropland,Wetland
8,11,58,5.22,2014-2015,Cropland,Lichens and mosses
8,12,11,0.99,2014-2015,Cropland,Bareland
8,13,9272,834.48,2014-2015,Cropland,Built-up
8,15,4,0.36,2014-2015,Cropland,Water
8,20,12282,1105.3799999999999,2014-2015,Cropland,Forest
9,5,17,1.53,2014-2015,Wetland,Shrubland
9,8,84,7.56,2014-2015,Wetland,Cropland
9,9,2905,261.45,2014-2015,Wetland,Wetland
9,12,2,0.18,2014-2015,Wetland,Bareland
9,13,49,4.41,2014-2015,Wetland,Built-up
9,15,79,7.109999999999999,2014-2015,Wetland,Water
9,20,113,10.17,2014-2015,Wetland,Forest
11,5,17,1.53,2014-2015,Lichens and mosses,Shrubland
11,7,90,8.1,2014-2015,Lichens and mosses,Grassland
11,8,84,7.56,2014-2015,Lichens and mosses,Cropland
11,11,883,79.47,2014-2015,Lichens and mosses,Lichens and mosses
11,12,4,0.36,2014-2015,Lichens and mosses,Bareland
11,13,61,5.49,2014-2015,Lichens and mosses,Built-up
11,20,6,0.54,2014-2015,Lichens and mosses,Forest
12,5,6,0.54,2014-2015,Bareland,Shrubland
12,8,12,1.08,2014-2015,Bareland,Cropland
12,9,1,0.09,2014-2015,Bareland,Wetland
12,12,257,23.13,2014-2015,Bareland,Bareland
12,13,9,0.8099999999999999,2014-2015,Bareland,Built-up
12,15,5,0.44999999999999996,2014-2015,Bareland,Water
12,20,3,0.27,2014-2015,Bareland,Forest
13,5,582,52.379999999999995,2014-2015,Built-up,Shrubland
13,7,462,41.58,2014-2015,Built-up,Grassland
13,8,7679,691.11,2014-2015,Built-up,Cropland
13,9,6,0.54,2014-2015,Built-up,Wetland
13,11,108,9.719999999999999,2014-2015,Built-up,Lichens and mosses
13,12,40,3.5999999999999996,2014-2015,Built-up,Bareland
13,13,161789,14561.01,2014-2015,Built-up,Built-up
13,15,1,0.09,2014-2015,Built-up,Water
13,20,262,23.58,2014-2015,Built-up,Forest
15,8,4,0.36,2014-2015,Water,Cropland
15,9,308,27.72,2014-2015,Water,Wetland
15,13,2,0.18,2014-2015,Water,Built-up
15,15,6053,544.77,2014-2015,Water,Water
15,20,8,0.72,2014-2015,Water,Forest
20,5,1835,165.15,2014-2015,Forest,Shrubland
20,7,2449,220.41,2014-2015,Forest,Grassland
20,8,9190,827.1,2014-2015,Forest,Cropland
20,9,87,7.83,2014-2015,Forest,Wetland
20,11,7,0.63,2014-2015,Forest,Lichens and mosses
20,12,3,0.27,2014-2015,Forest,Bareland
20,13,232,20.88,2014-2015,Forest,Built-up
20,15,23,2.07,2014-2015,Forest,Water
20,20,2275129,204761.61,2014-2015,Forest,Forest
5,5,35819,3223.71,2015-2016,Shrubland,Shrubland
5,7,1680,151.2,2015-2016,Shrubland,Grassland
5,8,2308,207.72,2015-2016,Shrubland,Cropland
5,9,12,1.08,2015-2016,Shrubland,Wetland
5,11,43,3.8699999999999997,2015-2016,Shrubland,Lichens and mosses
5,12,14,1.26,2015-2016,Shrubland,Bareland
5,13,522,46.98,2015-2016,Shrubland,Built-up
5,20,2076,186.84,2015-2016,Shrubland,Forest
7,5,1058,95.22,2015-2016,Grassland,Shrubland
7,7,284975,25647.75,2015-2016,Grassland,Grassland
7,8,7251,652.59,2015-2016,Grassland,Cropland
7,11,10,0.8999999999999999,2015-2016,Grassland,Lichens and mosses
7,13,393,35.37,2015-2016,Grassland,Built-up
7,20,3087,277.83,2015-2016,Grassland,Forest
8,5,3544,318.96,2015-2016,Cropland,Shrubland
8,7,12495,1124.55,2015-2016,Cropland,Grassland
8,8,1753392,157805.28,2015-2016,Cropland,Cropland
8,9,27,2.4299999999999997,2015-2016,Cropland,Wetland
8,11,28,2.52,2015-2016,Cropland,Lichens and mosses
8,12,11,0.99,2015-2016,Cropland,Bareland
8,13,6920,622.8,2015-2016,Cropland,Built-up
8,15,6,0.54,2015-2016,Cropland,Water
8,20,11513,1036.17,2015-2016,Cropland,Forest
9,5,9,0.8099999999999999,2015-2016,Wetland,Shrubland
9,8,143,12.87,2015-2016,Wetland,Cropland
9,9,3010,270.9,2015-2016,Wetland,Wetland
9,12,3,0.27,2015-2016,Wetland,Bareland
9,13,14,1.26,2015-2016,Wetland,Built-up
9,15,55,4.95,2015-2016,Wetland,Water
9,20,156,14.04,2015-2016,Wetland,Forest
11,5,44,3.96,2015-2016,Lichens and mosses,Shrubland
11,7,98,8.82,2015-2016,Lichens and mosses,Grassland
11,8,88,7.92,2015-2016,Lichens and mosses,Cropland
11,11,797,71.73,2015-2016,Lichens and mosses,Lichens and mosses
11,13,101,9.09,2015-2016,Lichens and mosses,Built-up
11,20,11,0.99,2015-2016,Lichens and mosses,Forest
12,5,9,0.8099999999999999,2015-2016,Bareland,Shrubland
12,8,9,0.8099999999999999,2015-2016,Bareland,Cropland
12,9,2,0.18,2015-2016,Bareland,Wetland
12,12,260,23.4,2015-2016,Bareland,Bareland
12,13,40,3.5999999999999996,2015-2016,Bareland,Built-up
12,15,1,0.09,2015-2016,Bareland,Water
12,20,4,0.36,2015-2016,Bareland,Forest
