From,To,Count,Area_km2,From_Label,To_Label,Period
15,11,4922,4.4298,Water,Lichens and Mosses,2006-2007
15,12,73758,66.3822,Water,Bareland,2006-2007
15,13,27310,24.579,Water,Built-up,2006-2007
15,15,3925684003,3533115.6027,Water,Water,2006-2007
15,16,75713,68.1417,Water,Permanent ice and snow,2006-2007
15,20,69678,62.7102,Water,Forest,2006-2007
16,5,44363,39.9267,Permanent ice and snow,Shrubland,2006-2007
16,7,1898,1.7082,Permanent ice and snow,Grassland,2006-2007
16,8,2690,2.421,Permanent ice and snow,Cropland,2006-2007
16,9,48,0.0432,Permanent ice and snow,Wetland,2006-2007
16,11,198,0.1782,Permanent ice and snow,Lichens and Mosses,2006-2007
16,12,70327,63.2943,Permanent ice and snow,Bareland,2006-2007
16,13,3523,3.1707,Permanent ice and snow,Built-up,2006-2007
16,15,55833,50.2497,Permanent ice and snow,Water,2006-2007
16,16,3774418,3396.9762,Permanent ice and snow,Permanent ice and snow,2006-2007
16,20,17672,15.9048,Permanent ice and snow,Forest,2006-2007
20,5,3256024,2930.4216,Forest,Shrubland,2006-2007
20,7,888283,799.4547,Forest,Grassland,2006-2007
20,8,6573513,5916.1617,Forest,Cropland,2006-2007
20,9,421654,379.4886,Forest,Wetland,2006-2007
20,11,6168,5.5512,Forest,Lichens and Mosses,2006-2007
20,12,58085,52.2765,Forest,Bareland,2006-2007
20,13,598848,538.9632,Forest,Built-up,2006-2007
20,15,39598,35.6382,Forest,Water,2006-2007
20,16,15633,14.0697,Forest,Permanent ice and snow,2006-2007
20,20,1231650457,1108485.4113,Forest,Forest,2006-2007
5,5,506584471,455926.0239,Shrubland,Shrubland,2007-2008
5,7,1643149,1478.8341,Shrubland,Grassland,2007-2008
5,8,7892016,7102.8144,Shrubland,Cropland,2007-2008
5,9,455547,409.9923,Shrubland,Wetland,2007-2008
5,11,40231,36.2079,Shrubland,Lichens and Mosses,2007-2008
5,12,378145,340.3305,Shrubland,Bareland,2007-2008
5,13,822946,740.6514,Shrubland,Built-up,2007-2008
5,15,42008,37.8072,Shrubland,Water,2007-2008
5,16,49241,44.3169,Shrubland,Permanent ice and snow,2007-2008
5,20,2737733,2463.9597,Shrubland,Forest,2007-2008
7,5,1346479,1211.8311,Grassland,Shrubland,2007-2008
7,7,537497194,483747.4746,Grassland,Grassland,2007-2008
7,8,12120561,10908.5049,Grassland,Cropland,2007-2008
7,9,250175,225.1575,Grassland,Wetland,2007-2008
7,11,22299,20.0691,Grassland,Lichens and Mosses,2007-2008
7,12,997173,897.4557,Grassland,Bareland,2007-2008
7,13,803301,722.9709,Grassland,Built-up,2007-2008
7,15,10880,9.792,Grassland,Water,2007-2008
7,16,1853,1.6677,Grassland,Permanent ice and snow,2007-2008
7,20,1051902,946.7118,Grassland,Forest,2007-2008
8,5,6736443,6062.7987,Cropland,Shrubland,2007-2008
8,7,9990162,8991.1458,Cropland,Grassland,2007-2008
8,8,1910775699,1719698.1291,Cropland,Cropland,2007-2008
8,9,1072239,965.0151,Cropland,Wetland,2007-2008
8,11,40731,36.6579,Cropland,Lichens and Mosses,2007-2008
8,12,1104409,993.9681,Cropland,Bareland,2007-2008
8,13,6452383,5807.1447,Cropland,Built-up,2007-2008
8,15,53654,48.2886,Cropland,Water,2007-2008
8,16,3481,3.1329,Cropland,Permanent ice and snow,2007-2008
8,20,5806613,5225.9517,Cropland,Forest,2007-2008
9,5,392481,353.2329,Wetland,Shrubland,2007-2008
9,7,175824,158.2416,Wetland,Grassland,2007-2008
9,8,1062281,956.0529,Wetland,Cropland,2007-2008
9,9,45078941,40571.0469,Wetland,Wetland,2007-2008
9,11,1691,1.5219,Wetland,Lichens and Mosses,2007-2008
9,12,1068695,961.8255,Wetland,Bareland,2007-2008
9,13,98124,88.3116,Wetland,Built-up,2007-2008
9,15,1738790,1564.911,Wetland,Water,2007-2008
9,16,65,0.0585,Wetland,Permanent ice and snow,2007-2008
9,20,473660,426.294,Wetland,Forest,2007-2008
11,5,36592,32.9328,Lichens and Mosses,Shrubland,2007-2008
11,7,37255,33.5295,Lichens and Mosses,Grassland,2007-2008
11,8,63976,57.5784,Lichens and Mosses,Cropland,2007-2008
11,9,3149,2.8341,Lichens and Mosses,Wetland,2007-2008
11,11,909440,818.496,Lichens and Mosses,Lichens and Mosses,2007-2008
11,12,3883,3.4947,Lichens and Mosses,Bareland,2007-2008
11,13,7590,6.831,Lichens and Mosses,Built-up,2007-2008
11,15,1851,1.6659,Lichens and Mosses,Water,2007-2008
11,16,299,0.2691,Lichens and Mosses,Permanent ice and snow,2007-2008
11,20,9572,8.6148,Lichens and Mosses,Forest,2007-2008
12,5,384666,346.1994,Bareland,Shrubland,2007-2008
12,7,1311835,1180.6515,Bareland,Grassland,2007-2008
12,8,1197732,1077.9588,Bareland,Cropland,2007-2008
12,9,1096070,986.463,Bareland,Wetland,2007-2008
12,11,7540,6.786,Bareland,Lichens and Mosses,2007-2008
12,12,1206363612,1085727.2508,Bareland,Bareland,2007-2008
12,13,344997,310.4973,Bareland,Built-up,2007-2008
12,15,74347,66.9123,Bareland,Water,2007-2008
12,16,87927,79.1343,Bareland,Permanent ice and snow,2007-2008
12,20,100255,90.2295,Bareland,Forest,2007-2008
13,5,859133,773.2197,Built-up,Shrubland,2007-2008
13,7,728869,655.9821,Built-up,Grassland,2007-2008
13,8,5138998,4625.0982,Built-up,Cropland,2007-2008
13,9,87863,79.0767,Built-up,Wetland,2007-2008
13,11,5933,5.3397,Built-up,Lichens and Mosses,2007-2008
13,12,275847,248.2623,Built-up,Bareland,2007-2008
13,13,116555815,104900.2335,Built-up,Built-up,2007-2008
13,15,23382,21.0438,Built-up,Water,2007-2008
13,16,4122,3.7098,Built-up,Permanent ice and snow,2007-2008
13,20,547190,492.471,Built-up,Forest,2007-2008
15,5,36041,32.4369,Water,Shrubland,2007-2008
15,7,8946,8.0514,Water,Grassland,2007-2008
15,8,50183,45.1647,Water,Cropland,2007-2008
15,9,1636788,1473.1092,Water,Wetland,2007-2008
15,11,1461,1.3149,Water,Lichens and Mosses,2007-2008
15,12,52435,47.1915,Water,Bareland,2007-2008
15,13,27772,24.9948,Water,Built-up,2007-2008
15,15,3925606614,3533045.9526,Water,Water,2007-2008
15,16,101161,91.0449,Water,Permanent ice and snow,2007-2008
15,20,50187,45.1683,Water,Forest,2007-2008
16,5,94136,84.7224,Permanent ice and snow,Shrubland,2007-2008
16,7,2909,2.6181,Permanent ice and snow,Grassland,2007-2008
16,8,2520,2.268,Permanent ice and snow,Cropland,2007-2008
16,9,43,0.0387,Permanent ice and snow,Wetland,2007-2008
16,11,335,0.3015,Permanent ice and snow,Lichens and Mosses,2007-2008
16,12,101050,90.945,Permanent ice and snow,Bareland,2007-2008
16,13,5884,5.2956,Permanent ice and snow,Built-up,2007-2008
16,15,37684,33.9156,Permanent ice and snow,Water,2007-2008
16,16,3763120,3386.808,Permanent ice and snow,Permanent ice and snow,2007-2008
16,20,14943,13.4487,Permanent ice and snow,Forest,2007-2008
20,5,3850900,3465.81,Forest,Shrubland,2007-2008
20,7,1097796,988.0164,Forest,Grassland,2007-2008
20,8,7127948,6415.1532,Forest,Cropland,2007-2008
20,9,451388,406.2492,Forest,Wetland,2007-2008
20,11,9174,8.2566,Forest,Lichens and Mosses,2007-2008
20,12,95818,86.2362,Forest,Bareland,2007-2008
20,13,596913,537.2217,Forest,Built-up,2007-2008
20,15,42796,38.5164,Forest,Water,2007-2008
20,16,27267,24.5403,Forest,Permanent ice and snow,2007-2008
20,20,1228546821,1105692.1389,Forest,Forest,2007-2008
5,5,507722027,456949.8243,Shrubland,Shrubland,2008-2009
5,7,1406400,1265.76,Shrubland,Grassland,2008-2009
5,8,6453204,5807.8836,Shrubland,Cropland,2008-2009
5,9,446179,401.5611,Shrubland,Wetland,2008-2009
5,11,31574,28.4166,Shrubland,Lichens and Mosses,2008-2009
5,12,284919,256.4271,Shrubland,Bareland,2008-2009
5,13,896281,806.6529,Shrubland,Built-up,2008-2009
5,15,38253,34.4277,Shrubland,Water,2008-2009
5,16,51946,46.7514,Shrubland,Permanent ice and snow,2008-2009
5,20,2990564,2691.5076,Shrubland,Forest,2008-2009
7,5,1364595,1228.1355,Grassland,Shrubland,2008-2009
7,7,539769786,485792.8074,Grassland,Grassland,2008-2009
7,8,8754537,7879.0833,Grassland,Cropland,2008-2009
7,9,160719,144.6471,Grassland,Wetland,2008-2009
7,11,19242,17.3178,Grassland,Lichens and Mosses,2008-2009
7,12,677602,609.8418,Grassland,Bareland,2008-2009
7,13,794036,714.6324,Grassland,Built-up,2008-2009
7,15,7155,6.4395,Grassland,Water,2008-2009
7,16,1784,1.6056,Grassland,Permanent ice and snow,2008-2009
7,20,944485,850.0365,Grassland,Forest,2008-2009
8,5,6368382,5731.5438,Cropland,Shrubland,2008-2009
8,7,7761157,6985.0413,Cropland,Grassland,2008-2009
8,8,1916993845,1725294.4605,Cropland,Cropland,2008-2009
8,9,1190480,1071.432,Cropland,Wetland,2008-2009
8,11,36797,33.1173,Cropland,Lichens and Mosses,2008-2009
8,12,841803,757.6227,Cropland,Bareland,2008-2009
8,13,6006062,5405.4558,Cropland,Built-up,2008-2009
8,15,65419,58.8771,Cropland,Water,2008-2009
8,16,3087,2.7783,Cropland,Permanent ice and snow,2008-2009
8,20,6164889,5548.4001,Cropland,Forest,2008-2009
9,5,396083,356.4747,Wetland,Shrubland,2008-2009
9,7,196750,177.075,Wetland,Grassland,2008-2009
9,8,878780,790.902,Wetland,Cropland,2008-2009
9,9,44717171,40245.4539,Wetland,Wetland,2008-2009
9,11,1556,1.4004,Wetland,Lichens and Mosses,2008-2009
9,12,1207552,1086.7968,Wetland,Bareland,2008-2009
9,13,89414,80.4726,Wetland,Built-up,2008-2009
9,15,2188189,1969.3701,Wetland,Water,2008-2009
9,16,64,0.0576,Wetland,Permanent ice and snow,2008-2009
9,20,456652,410.9868,Wetland,Forest,2008-2009
11,5,31465,28.3185,Lichens and Mosses,Shrubland,2008-2009
11,7,27666,24.8994,Lichens and Mosses,Grassland,2008-2009
11,8,42487,38.2383,Lichens and Mosses,Cropland,2008-2009
11,9,1846,1.6614,Lichens and Mosses,Wetland,2008-2009
11,11,912384,821.1456,Lichens and Mosses,Lichens and Mosses,2008-2009
11,12,5149,4.6341,Lichens and Mosses,Bareland,2008-2009
11,13,6522,5.8698,Lichens and Mosses,Built-up,2008-2009
11,15,1653,1.4877,Lichens and Mosses,Water,2008-2009
11,16,343,0.3087,Lichens and Mosses,Permanent ice and snow,2008-2009
11,20,9320,8.388,Lichens and Mosses,Forest,2008-2009
12,5,341181,307.0629,Bareland,Shrubland,2008-2009
12,7,1491898,1342.7082,Bareland,Grassland,2008-2009
12,8,760566,684.5094,Bareland,Cropland,2008-2009
12,9,906472,815.8248,Bareland,Wetland,2008-2009
12,11,8881,7.9929,Bareland,Lichens and Mosses,2008-2009
12,12,1206353912,1085718.5208,Bareland,Bareland,2008-2009
12,13,347983,313.1847,Bareland,Built-up,2008-2009
12,15,50653,45.5877,Bareland,Water,2008-2009
12,16,87475,78.7275,Bareland,Permanent ice and snow,2008-2009
12,20,92034,82.8306,Bareland,Forest,2008-2009
13,5,776926,699.2334,Built-up,Shrubland,2008-2009
13,7,734922,661.4298,Built-up,Grassland,2008-2009
13,8,5053260,4547.934,Built-up,Cropland,2008-2009
13,9,94866,85.3794,Built-up,Wetland,2008-2009
13,11,6298,5.6682,Built-up,Lichens and Mosses,2008-2009
13,12,239070,215.163,Built-up,Bareland,2008-2009
13,13,118264599,106438.1391,Built-up,Built-up,2008-2009
13,15,26304,23.6736,Built-up,Water,2008-2009
13,16,6417,5.7753,Built-up,Permanent ice and snow,2008-2009
13,20,513071,461.7639,Built-up,Forest,2008-2009
15,5,32411,29.1699,Water,Shrubland,2008-2009
15,7,5320,4.788,Water,Grassland,2008-2009
15,8,42657,38.3913,Water,Cropland,2008-2009
15,9,1148503,1033.6527,Water,Wetland,2008-2009
15,11,820,0.738,Water,Lichens and Mosses,2008-2009
15,12,60472,54.4248,Water,Bareland,2008-2009
15,13,23864,21.4776,Water,Built-up,2008-2009
15,15,3926178015,3533560.2135,Water,Water,2008-2009
15,16,100593,90.5337,Water,Permanent ice and snow,2008-2009
15,20,39350,35.415,Water,Forest,2008-2009
16,5,57886,52.0974,Permanent ice and snow,Shrubland,2008-2009
16,7,2743,2.4687,Permanent ice and snow,Grassland,2008-2009
16,8,1757,1.5813,Permanent ice and snow,Cropland,2008-2009
16,9,26,0.0234,Permanent ice and snow,Wetland,2008-2009
16,11,195,0.1755,Permanent ice and snow,Lichens and Mosses,2008-2009
16,12,49424,44.4816,Permanent ice and snow,Bareland,2008-2009
16,13,2483,2.2347,Permanent ice and snow,Built-up,2008-2009
16,15,22703,20.4327,Permanent ice and snow,Water,2008-2009
16,16,3893754,3504.3786,Permanent ice and snow,Permanent ice and snow,2008-2009
16,20,7565,6.8085,Permanent ice and snow,Forest,2008-2009
20,5,3323347,2991.0123,Forest,Shrubland,2008-2009
20,7,876504,788.8536,Forest,Grassland,2008-2009
20,8,5744867,5170.3803,Forest,Cropland,2008-2009
20,9,503641,453.2769,Forest,Wetland,2008-2009
20,11,8575,7.7175,Forest,Lichens and Mosses,2008-2009
20,12,49995,44.9955,Forest,Bareland,2008-2009
20,13,562170,505.953,Forest,Built-up,2008-2009
20,15,46563,41.9067,Forest,Water,2008-2009
20,16,25679,23.1111,Forest,Permanent ice and snow,2008-2009
20,20,1228197530,1105377.777,Forest,Forest,2008-2009
5,5,507663693,456897.3237,Shrubland,Shrubland,2009-2010
5,7,1724480,1552.032,Shrubland,Grassland,2009-2010
5,8,6374723,5737.2507,Shrubland,Cropland,2009-2010
5,9,383673,345.3057,Shrubland,Wetland,2009-2010
5,11,37151,33.4359,Shrubland,Lichens and Mosses,2009-2010
5,12,230393,207.3537,Shrubland,Bareland,2009-2010
5,13,792011,712.8099,Shrubland,Built-up,2009-2010
5,15,47684,42.9156,Shrubland,Water,2009-2010
5,16,26506,23.8554,Shrubland,Permanent ice and snow,2009-2010
5,20,3133999,2820.5991,Shrubland,Forest,2009-2010
7,5,1794378,1614.9402,Grassland,Shrubland,2009-2010
7,7,537073928,483366.5352,Grassland,Grassland,2009-2010
7,8,10763513,9687.1617,Grassland,Cropland,2009-2010
7,9,183451,165.1059,Grassland,Wetland,2009-2010
7,11,26167,23.5503,Grassland,Lichens and Mosses,2009-2010
7,12,493205,443.8845,Grassland,Bareland,2009-2010
7,13,795666,716.0994,Grassland,Built-up,2009-2010
7,15,5739,5.1651,Grassland,Water,2009-2010
7,16,1388,1.2492,Grassland,Permanent ice and snow,2009-2010
7,20,1135705,1022.1345,Grassland,Forest,2009-2010
8,5,6335802,5702.2218,Cropland,Shrubland,2009-2010
8,7,8943763,8049.3867,Cropland,Grassland,2009-2010
8,8,1916242781,1724618.5029,Cropland,Cropland,2009-2010
8,9,913121,821.8089,Cropland,Wetland,2009-2010
8,11,45748,41.1732,Cropland,Lichens and Mosses,2009-2010
8,12,544099,489.6891,Cropland,Bareland,2009-2010
8,13,5723680,5151.312,Cropland,Built-up,2009-2010
8,15,77858,70.0722,Cropland,Water,2009-2010
8,16,906,0.8154,Cropland,Permanent ice and snow,2009-2010
8,20,5898201,5308.3809,Cropland,Forest,2009-2010
9,5,325728,293.1552,Wetland,Shrubland,2009-2010
9,7,139651,125.6859,Wetland,Grassland,2009-2010
9,8,726910,654.219,Wetland,Cropland,2009-2010
9,9,44362073,39925.8657,Wetland,Wetland,2009-2010
9,11,2216,1.9944,Wetland,Lichens and Mosses,2009-2010
9,12,877810,790.029,Wetland,Bareland,2009-2010
9,13,88599,79.7391,Wetland,Built-up,2009-2010
9,15,2174937,1957.4433,Wetland,Water,2009-2010
9,16,13,0.0117,Wetland,Permanent ice and snow,2009-2010
9,20,471965,424.7685,Wetland,Forest,2009-2010
11,5,34199,30.7791,Lichens and Mosses,Shrubland,2009-2010
11,7,40937,36.8433,Lichens and Mosses,Grassland,2009-2010
11,8,48634,43.7706,Lichens and Mosses,Cropland,2009-2010
11,9,1118,1.0062,Lichens and Mosses,Wetland,2009-2010
11,11,882581,794.3229,Lichens and Mosses,Lichens and Mosses,2009-2010
11,12,1888,1.6992,Lichens and Mosses,Bareland,2009-2010
11,13,6732,6.0588,Lichens and Mosses,Built-up,2009-2010
11,15,932,0.8388,Lichens and Mosses,Water,2009-2010
11,16,88,0.0792,Lichens and Mosses,Permanent ice and snow,2009-2010
11,20,9213,8.2917,Lichens and Mosses,Forest,2009-2010
12,5,402014,361.8126,Bareland,Shrubland,2009-2010
12,7,1455100,1309.59,Bareland,Grassland,2009-2010
12,8,918313,826.4817,Bareland,Cropland,2009-2010
12,9,1372836,1235.5524,Bareland,Wetland,2009-2010
12,11,4618,4.1562,Bareland,Lichens and Mosses,2009-2010
12,12,1205069709,1084562.7381,Bareland,Bareland,2009-2010
12,13,350497,315.4473,Bareland,Built-up,2009-2010
12,15,70033,63.0297,Bareland,Water,2009-2010
12,16,32640,29.376,Bareland,Permanent ice and snow,2009-2010
12,20,94130,84.717,Bareland,Forest,2009-2010
13,5,812041,730.8369,Built-up,Shrubland,2009-2010
13,7,688766,619.8894,Built-up,Grassland,2009-2010
13,8,4953043,4457.7387,Built-up,Cropland,2009-2010
13,9,84522,76.0698,Built-up,Wetland,2009-2010
13,11,7599,6.8391,Built-up,Lichens and Mosses,2009-2010
13,12,228569,205.7121,Built-up,Bareland,2009-2010
13,13,119709723,107738.7507,Built-up,Built-up,2009-2010
13,15,21986,19.7874,Built-up,Water,2009-2010
13,16,1326,1.1934,Built-up,Permanent ice and snow,2009-2010
13,20,485846,437.2614,Built-up,Forest,2009-2010
15,5,34209,30.7881,Water,Shrubland,2009-2010
15,7,6382,5.7438,Water,Grassland,2009-2010
15,8,53164,47.8476,Water,Cropland,2009-2010
15,9,1313538,1182.1842,Water,Wetland,2009-2010
15,11,1516,1.3644,Water,Lichens and Mosses,2009-2010
15,12,43655,39.2895,Water,Bareland,2009-2010
15,13,28298,25.4682,Water,Built-up,2009-2010
15,15,3927079371,3534371.4339,Water,Water,2009-2010
15,16,11261,10.1349,Water,Permanent ice and snow,2009-2010
15,20,53514,48.1626,Water,Forest,2009-2010
16,5,89601,80.6409,Permanent ice and snow,Shrubland,2009-2010
16,7,3892,3.5028,Permanent ice and snow,Grassland,2009-2010
16,8,4572,4.1148,Permanent ice and snow,Cropland,2009-2010
16,9,159,0.1431,Permanent ice and snow,Wetland,2009-2010
16,11,538,0.4842,Permanent ice and snow,Lichens and Mosses,2009-2010
16,12,122459,110.2131,Permanent ice and snow,Bareland,2009-2010
16,13,9839,8.8551,Permanent ice and snow,Built-up,2009-2010
16,15,138783,124.9047,Permanent ice and snow,Water,2009-2010
16,16,3759872,3383.8848,Permanent ice and snow,Permanent ice and snow,2009-2010
16,20,41429,37.2861,Permanent ice and snow,Forest,2009-2010
20,5,3007292,2706.5628,Forest,Shrubland,2009-2010
20,7,1185535,1066.9815,Forest,Grassland,2009-2010
20,8,6133834,5520.4506,Forest,Cropland,2009-2010
20,9,497771,447.9939,Forest,Wetland,2009-2010
20,11,10061,9.0549,Forest,Lichens and Mosses,2009-2010
20,12,41200,37.08,Forest,Bareland,2009-2010
20,13,530208,477.1872,Forest,Built-up,2009-2010
20,15,43149,38.8341,Forest,Water,2009-2010
20,16,2954,2.6586,Forest,Permanent ice and snow,2009-2010
20,20,1227963457,1105167.1113,Forest,Forest,2009-2010
5,5,510340262,459306.2358,Shrubland,Shrubland,2010-2011
5,7,1216983,1095.2847,Shrubland,Grassland,2010-2011
5,8,5013315,4511.9835,Shrubland,Cropland,2010-2011
5,9,371088,333.9792,Shrubland,Wetland,2010-2011
5,11,38911,35.0199,Shrubland,Lichens and Mosses,2010-2011
5,12,217077,195.3693,Shrubland,Bareland,2010-2011
5,13,801642,721.4778,Shrubland,Built-up,2010-2011
5,15,52008,46.8072,Shrubland,Water,2010-2011
5,16,93034,83.7306,Shrubland,Permanent ice and snow,2010-2011
5,20,2354629,2119.1661,Shrubland,Forest,2010-2011
7,5,1349544,1214.5896,Grassland,Shrubland,2010-2011
7,7,540138888,486124.9992,Grassland,Grassland,2010-2011
7,8,7488855,6739.9695,Grassland,Cropland,2010-2011
7,9,159710,143.739,Grassland,Wetland,2010-2011
7,11,34306,30.8754,Grassland,Lichens and Mosses,2010-2011
7,12,472145,424.9305,Grassland,Bareland,2010-2011
7,13,757932,682.1388,Grassland,Built-up,2010-2011
7,15,5717,5.1453,Grassland,Water,2010-2011
7,16,5670,5.103,Grassland,Permanent ice and snow,2010-2011
7,20,849682,764.7138,Grassland,Forest,2010-2011
8,5,5075417,4567.8753,Cropland,Shrubland,2010-2011
8,7,6206108,5585.4972,Cropland,Grassland,2010-2011
8,8,1923365411,1731028.8699,Cropland,Cropland,2010-2011
8,9,839708,755.7372,Cropland,Wetland,2010-2011
8,11,45768,41.1912,Cropland,Lichens and Mosses,2010-2011
8,12,356794,321.1146,Cropland,Bareland,2010-2011
8,13,5636734,5073.0606,Cropland,Built-up,2010-2011
8,15,87760,78.984,Cropland,Water,2010-2011
8,16,2802,2.5218,Cropland,Permanent ice and snow,2010-2011
8,20,4602985,4142.6865,Cropland,Forest,2010-2011
9,5,359390,323.451,Wetland,Shrubland,2010-2011
9,7,174681,157.2129,Wetland,Grassland,2010-2011
9,8,696988,627.2892,Wetland,Cropland,2010-2011
9,9,43710872,39339.7848,Wetland,Wetland,2010-2011
9,11,2767,2.4903,Wetland,Lichens and Mosses,2010-2011
9,12,1547393,1392.6537,Wetland,Bareland,2010-2011
9,13,95160,85.644,Wetland,Built-up,2010-2011
9,15,2083556,1875.2004,Wetland,Water,2010-2011
9,16,48,0.0432,Wetland,Permanent ice and snow,2010-2011
9,20,441405,397.2645,Wetland,Forest,2010-2011
11,5,28444,25.5996,Lichens and Mosses,Shrubland,2010-2011
11,7,27862,25.0758,Lichens and Mosses,Grassland,2010-2011
11,8,37049,33.3441,Lichens and Mosses,Cropland,2010-2011
11,9,1921,1.7289,Lichens and Mosses,Wetland,2010-2011
11,11,898121,808.3089,Lichens and Mosses,Lichens and Mosses,2010-2011
11,12,2359,2.1231,Lichens and Mosses,Bareland,2010-2011
11,13,8304,7.4736,Lichens and Mosses,Built-up,2010-2011
11,15,2078,1.8702,Lichens and Mosses,Water,2010-2011
11,16,255,0.2295,Lichens and Mosses,Permanent ice and snow,2010-2011
11,20,11801,10.6209,Lichens and Mosses,Forest,2010-2011
12,5,413344,372.0096,Bareland,Shrubland,2010-2011
12,7,1095488,985.9392,Bareland,Grassland,2010-2011
12,8,709376,638.4384,Bareland,Cropland,2010-2011
12,9,862621,776.3589,Bareland,Wetland,2010-2011
12,11,7949,7.1541,Bareland,Lichens and Mosses,2010-2011
12,12,1203996260,1083596.634,Bareland,Bareland,2010-2011
12,13,329906,296.9154,Bareland,Built-up,2010-2011
12,15,48734,43.8606,Bareland,Water,2010-2011
12,16,105684,95.1156,Bareland,Permanent ice and snow,2010-2011
12,20,83626,75.2634,Bareland,Forest,2010-2011
13,5,759470,683.523,Built-up,Shrubland,2010-2011
13,7,715790,644.211,Built-up,Grassland,2010-2011
13,8,4807897,4327.1073,Built-up,Cropland,2010-2011
13,9,79220,71.298,Built-up,Wetland,2010-2011
13,11,7413,6.6717,Built-up,Lichens and Mosses,2010-2011
13,12,223615,201.2535,Built-up,Bareland,2010-2011
13,13,120933174,108839.8566,Built-up,Built-up,2010-2011
13,15,23867,21.4803,Built-up,Water,2010-2011
13,16,5352,4.8168,Built-up,Permanent ice and snow,2010-2011
13,20,479458,431.5122,Built-up,Forest,2010-2011
15,5,27393,24.6537,Water,Shrubland,2010-2011
15,7,5258,4.7322,Water,Grassland,2010-2011
15,8,36301,32.6709,Water,Cropland,2010-2011
15,9,1337051,1203.3459,Water,Wetland,2010-2011
15,11,1773,1.5957,Water,Lichens and Mosses,2010-2011
15,12,44783,40.3047,Water,Bareland,2010-2011
15,13,24926,22.4334,Water,Built-up,2010-2011
15,15,3928101830,3535291.647,Water,Water,2010-2011
15,16,40507,36.4563,Water,Permanent ice and snow,2010-2011
15,20,40650,36.585,Water,Forest,2010-2011
16,5,27423,24.6807,Permanent ice and snow,Shrubland,2010-2011
16,7,1259,1.1331,Permanent ice and snow,Grassland,2010-2011
16,8,2238,2.0142,Permanent ice and snow,Cropland,2010-2011
16,9,78,0.0702,Permanent ice and snow,Wetland,2010-2011
16,11,180,0.162,Permanent ice and snow,Lichens and Mosses,2010-2011
16,12,42723,38.4507,Permanent ice and snow,Bareland,2010-2011
16,13,2682,2.4138,Permanent ice and snow,Built-up,2010-2011
16,15,61285,55.1565,Permanent ice and snow,Water,2010-2011
16,16,3683112,3314.8008,Permanent ice and snow,Permanent ice and snow,2010-2011
16,20,15973,14.3757,Permanent ice and snow,Forest,2010-2011
20,5,2812279,2531.0511,Forest,Shrubland,2010-2011
20,7,858393,772.5537,Forest,Grassland,2010-2011
20,8,5465685,4919.1165,Forest,Cropland,2010-2011
20,9,504686,454.2174,Forest,Wetland,2010-2011
20,11,10508,9.4572,Forest,Lichens and Mosses,2010-2011
20,12,41429,37.2861,Forest,Bareland,2010-2011
20,13,503781,453.4029,Forest,Built-up,2010-2011
20,15,47175,42.4575,Forest,Water,2010-2011
20,16,14828,13.3452,Forest,Permanent ice and snow,2010-2011
20,20,1229028696,1106125.8264,Forest,Forest,2010-2011
5,5,505080838,454572.7542,Shrubland,Shrubland,2011-2012
5,7,1398698,1258.8282,Shrubland,Grassland,2011-2012
5,8,8411044,7569.9396,Shrubland,Cropland,2011-2012
5,9,500000,450.0,Shrubland,Wetland,2011-2012
5,11,40851,36.7659,Shrubland,Lichens and Mosses,2011-2012
5,12,389367,350.4303,Shrubland,Bareland,2011-2012
5,13,873513,786.1617,Shrubland,Built-up,2011-2012
5,15,64234,57.8106,Shrubland,Water,2011-2012
5,16,276901,249.2109,Shrubland,Permanent ice and snow,2011-2012
5,20,4157521,3741.7689,Shrubland,Forest,2011-2012
7,5,1425864,1283.2776,Grassland,Shrubland,2011-2012
7,7,534916116,481424.5044,Grassland,Grassland,2011-2012
7,8,11007719,9906.9471,Grassland,Cropland,2011-2012
7,9,247522,222.7698,Grassland,Wetland,2011-2012
7,11,31638,28.4742,Grassland,Lichens and Mosses,2011-2012
7,12,807258,726.5322,Grassland,Bareland,2011-2012
7,13,845760,761.184,Grassland,Built-up,2011-2012
7,15,6039,5.4351,Grassland,Water,2011-2012
7,16,14611,13.1499,Grassland,Permanent ice and snow,2011-2012
7,20,1138182,1024.3638,Grassland,Forest,2011-2012
8,5,6881836,6193.6524,Cropland,Shrubland,2011-2012
8,7,9991735,8992.5615,Cropland,Grassland,2011-2012
8,8,1915506886,1723956.1974,Cropland,Cropland,2011-2012
8,9,848884,763.9956,Cropland,Wetland,2011-2012
8,11,50762,45.6858,Cropland,Lichens and Mosses,2011-2012
8,12,641812,577.6308,Cropland,Bareland,2011-2012
8,13,5976514,5378.8626,Cropland,Built-up,2011-2012
8,15,64411,57.9699,Cropland,Water,2011-2012
8,16,10542,9.4878,Cropland,Permanent ice and snow,2011-2012
8,20,7649728,6884.7552,Cropland,Forest,2011-2012
9,5,455402,409.8618,Wetland,Shrubland,2011-2012
9,7,133791,120.4119,Wetland,Grassland,2011-2012
9,8,842162,757.9458,Wetland,Cropland,2011-2012
9,9,43059074,38753.1666,Wetland,Wetland,2011-2012
9,11,2878,2.5902,Wetland,Lichens and Mosses,2011-2012
9,12,1131908,1018.7172,Wetland,Bareland,2011-2012
9,13,91638,82.4742,Wetland,Built-up,2011-2012
9,15,1657043,1491.3387,Wetland,Water,2011-2012
