year,code,count,class,area_km2,pct
1995,5,2635847,Shrubland,237226.22999999998,2.7523177954617846
1995,7,4587044,Grassland,412833.95999999996,4.789732799273329
1995,8,22523204,Cropland,2027088.3599999999,23.518442147824228
1995,9,162058,Wetland,14585.22,0.1692188952154453
1995,11,2088,Lichens & Mosses,187.92,0.0021802629503625236
1995,12,14888643,Bareland,1339977.8699999999,15.54653099333062
1995,13,473794,Built-up,42641.46,0.4947296476552019
1995,15,39450108,Water,3550509.7199999997,41.19329926254798
1995,16,22194,Ice/Snow,1997.46,0.023174691532732685
1995,20,11023285,Forest,992095.6499999999,11.51037350420831
