year,code,count,class,area_km2,pct
1992,5,2643556,Shrubland,237920.03999999998,2.760367434869996
1992,7,4570040,Grassland,411303.6,4.7719774394994
1992,8,22534350,Cropland,2028091.5,23.530080658765197
1992,9,162819,Wetland,14653.71,0.17001352170262246
1992,11,2089,Lichens & Mosses,188.01,0.002181307137599287
1992,12,14888942,Bareland,1340004.78,15.546843205314412
1992,13,437519,Built-up,39376.71,0.4568517556416
1992,15,39455090,Water,3550958.1,41.19850140336154
1992,16,22194,Ice/Snow,1997.46,0.023174691532732685
1992,20,11051666,Forest,994649.94,11.540008582174899
