year,code,count,class,area_km2,pct
1999,5,2566668,Shrubland,231000.12,2.6800819666097113
1999,7,4664572,Grassland,419811.48,4.870686547365143
1999,8,22537317,Cropland,2028358.53,23.533178762296675
1999,9,161441,Wetland,14529.689999999999,0.16857463169036216
1999,11,2080,Lichens & Mosses,187.2,0.002171909452468414
1999,12,14899679,Bareland,1340971.1099999999,15.558054643675542
1999,13,536228,Built-up,48260.52,0.5599224335953042
1999,15,39434142,Water,3549072.78,41.176627769125815
1999,16,22194,Ice/Snow,1997.46,0.023174691532732685
1999,20,10943944,Forest,984954.96,11.427526644656243
