year,code,count,class,area_km2,pct
2007,5,2444836,Shrubland,220035.24,2.552866547180321
2007,7,4744931,Grassland,427043.79,4.954596389524233
2007,8,22339102,Cropland,2010519.18,23.326205189161566
2007,9,162715,Wetland,14644.35,0.16990492622999906
2007,11,2078,Lichens & Mosses,187.01999999999998,0.0021698210779948868
2007,12,14785397,Bareland,1330685.73,15.43872283788372
2007,13,802082,Built-up,72187.37999999999,0.8375237872378705
2007,15,39424175,Water,3548175.75,41.166220354936996
2007,16,22194,Ice/Snow,1997.46,0.023174691532732685
2007,20,11040755,Forest,993667.95,11.528615455234572
