Year,Class,Label,Count,Area_km2,Percentage
2009,20,Forest,1533510000,0.017039,37.013142174432495
2010,5,Shrubland,11610000,0.000129,0.2802215705441512
2010,7,Grassland,146160000,0.001624,3.5277506245248182
2010,8,Cropland,2337120000,0.025968,56.409253828608676
2010,9,Wetland,270000,3e-06,0.006516780710329097
2010,12,Bareland,20790000,0.000231,0.5017921146953405
2010,13,Built-up,90090000,0.001001,2.174432497013142
2010,15,Water,7020000,7.8e-05,0.16943629846855654
2010,20,Forest,1530090000,0.017001,36.930596285434994
2011,5,Shrubland,11610000,0.000129,0.28022157054415114
2011,7,Grassland,146160000,0.001624,3.527750624524818
2011,8,Cropland,2335770000,0.025953,56.37666992505701
2011,9,Wetland,270000,3e-06,0.006516780710329096
2011,12,Bareland,19980000,0.000222,0.48224177256435313
2011,13,Built-up,92070000,0.001023,2.222222222222222
2011,15,Water,7020000,7.8e-05,0.1694362984685565
2011,20,Forest,1530270000,0.017003,36.934940805908546
2012,5,Shrubland,11610000,0.000129,0.28022157054415114
2012,7,Grassland,146160000,0.001624,3.527750624524818
2012,8,Cropland,2337300000,0.02597,56.413598349082214
2012,9,Wetland,270000,3e-06,0.006516780710329096
2012,12,Bareland,19710000,0.000219,0.4757249918540241
2012,13,Built-up,93780000,0.001042,2.263495166720973
2012,15,Water,7020000,7.8e-05,0.1694362984685565
2012,20,Forest,1527300000,0.01697,36.86325621809492
2013,5,Shrubland,11610000,0.000129,0.28022157054415114
2013,7,Grassland,146160000,0.001624,3.527750624524818
2013,8,Cropland,2334330000,0.025937,56.34191376126859
2013,9,Wetland,270000,3e-06,0.006516780710329096
2013,12,Bareland,19170000,0.000213,0.4626914304333658
2013,13,Built-up,96480000,0.001072,2.328662973824264
2013,15,Water,7020000,7.8e-05,0.1694362984685565
2013,20,Forest,1528110000,0.016979,36.88280656022591
2014,5,Shrubland,11610000,0.000129,0.28022157054415114
2014,7,Grassland,146160000,0.001624,3.527750624524818
2014,8,Cropland,2325780000,0.025842,56.13554903877483
2014,9,Wetland,270000,3e-06,0.006516780710329096
2014,12,Bareland,18720000,0.000208,0.45183012924948396
2014,13,Built-up,99270000,0.001103,2.3960030411643314
2014,15,Water,7020000,7.8e-05,0.1694362984685565
2014,20,Forest,1534320000,0.017048,37.03269251656348
2015,5,Shrubland,11610000,0.000129,0.28022157054415114
2015,7,Grassland,146160000,0.001624,3.527750624524818
2015,8,Cropland,2323620000,0.025818,56.0834147930922
2015,9,Wetland,270000,3e-06,0.006516780710329096
2015,12,Bareland,18180000,0.000202,0.43879656782882587
2015,13,Built-up,101970000,0.001133,2.461170848267622
2015,15,Water,7020000,7.8e-05,0.1694362984685565
2015,20,Forest,1534320000,0.017048,37.03269251656348
2016,5,Shrubland,11610000,0.000129,0.2802215705441512
2016,7,Grassland,146160000,0.001624,3.5277506245248182
2016,8,Cropland,2322540000,0.025806,56.05734767025089
2016,9,Wetland,270000,3e-06,0.006516780710329097
2016,12,Bareland,18180000,0.000202,0.43879656782882587
2016,13,Built-up,101970000,0.001133,2.461170848267622
2016,15,Water,7020000,7.8e-05,0.16943629846855654
2016,20,Forest,1535400000,0.01706,37.0587596394048
2017,5,Shrubland,11610000,0.000129,0.2802215705441512
2017,7,Grassland,146160000,0.001624,3.5277506245248182
2017,8,Cropland,2321640000,0.025796,56.03562506788313
2017,9,Wetland,270000,3e-06,0.006516780710329097
2017,12,Bareland,18000000,0.0002,0.4344520473552732
2017,13,Built-up,102420000,0.001138,2.472032149451504
2017,15,Water,7020000,7.8e-05,0.16943629846855654
2017,20,Forest,1536030000,0.017067,37.07396546106223
2018,5,Shrubland,11610000,0.000129,0.28022157054415114
2018,7,Grassland,146160000,0.001624,3.527750624524818
2018,8,Cropland,2320470000,0.025783,56.00738568480503
2018,9,Wetland,270000,3e-06,0.006516780710329096
2018,12,Bareland,18000000,0.0002,0.4344520473552731
2018,13,Built-up,102510000,0.001139,2.4742044096882805
2018,15,Water,7020000,7.8e-05,0.1694362984685565
2018,20,Forest,1537110000,0.017079,37.10003258390355
2019,5,Shrubland,11610000,0.000129,0.2802215705441512
2019,7,Grassland,146160000,0.001624,3.5277506245248182
2019,8,Cropland,2318130000,0.025757,55.950906918648855
2019,9,Wetland,270000,3e-06,0.006516780710329097
2019,12,Bareland,18000000,0.0002,0.4344520473552732
2019,13,Built-up,102510000,0.001139,2.474204409688281
2019,15,Water,7020000,7.8e-05,0.16943629846855654
2019,20,Forest,1539450000,0.017105,37.15651135005974
2020,5,Shrubland,11610000,0.000129,0.2802215705441512
2020,7,Grassland,146160000,0.001624,3.5277506245248182
2020,8,Cropland,2318130000,0.025757,55.950906918648855
2020,9,Wetland,270000,3e-06,0.006516780710329097
2020,12,Bareland,18000000,0.0002,0.4344520473552732
2020,13,Built-up,102510000,0.001139,2.474204409688281
2020,15,Water,7020000,7.8e-05,0.16943629846855654
2020,20,Forest,1539450000,0.017105,37.15651135005974
2021,5,Shrubland,11610000,0.000129,0.28022157054415114
2021,7,Grassland,146160000,0.001624,3.527750624524818
2021,8,Cropland,2317950000,0.025755,55.946562398175296
2021,9,Wetland,270000,3e-06,0.006516780710329096
2021,12,Bareland,17550000,0.000195,0.42359074617139125
2021,13,Built-up,103500000,0.00115,2.4980992722928206
2021,15,Water,7020000,7.8e-05,0.1694362984685565
2021,20,Forest,1539090000,0.017101,37.147822309112634
2022,5,Shrubland,11610000,0.000129,0.2802215705441512
2022,7,Grassland,146070000,0.001623,3.5255783642880423
2022,8,Cropland,2316960000,0.025744,55.92266753557076
2022,9,Wetland,270000,3e-06,0.006516780710329097
2022,12,Bareland,17370000,0.000193,0.4192462256978386
2022,13,Built-up,104310000,0.001159,2.5176496144238083
2022,15,Water,7020000,7.8e-05,0.16943629846855654
2022,20,Forest,1539540000,0.017106,37.158683610296514
